governorate,delegation,dropout_primary_pct,dropout_secondary_pct,dropout_both_cycles_pct,poverty_rate_pct,reference_year,estimate_type,source_document
Sidi Bouzid,MAZZOUNA,1.1,7.7,2.9,34.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,JELMA,1.1,7.7,3.4,31.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,SEBBALET OULED ASKER,1.5,10.5,5.9,31.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,SIDI ALI BEN AOUNE,1.4,7.6,5.9,31.0,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,BIR EL HAFFEY,0.8,9.3,2.7,27.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,REGUEB,0.7,6.7,2.7,23.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,MAKNASSY,0.1,4.5,3.5,23.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,SIDI BOUZID EST,0.7,9.6,3.7,21.8,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,OULED HAFFOUZ,0.4,7.5,4.4,21.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,SOUK JEDID,0.5,15.6,2.4,20.8,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Sidi Bouzid,SIDI BOUZID OUEST,0.3,5.0,2.6,17.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,MENZEL HABIB,0.7,8.7,5.8,33.6,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,MATMATA,0.7,5.1,4.9,26.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,NOUVELLE MATMATA,0.6,8.4,4.5,23.6,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,MARETH,0.2,7.2,1.5,21.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,EL HAMMA,0.2,9.8,1.4,20.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,GHANNOUCHE,0.3,8.5,1.7,20.0,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,METOUIA,0.2,6.4,0.5,17.9,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,GABES OUEST,0.1,6.5,6.0,15.0,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,GABES EL MEDINA,0.2,7.6,2.6,11.1,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gabes,GABES SUD,0.2,5.6,1.9,9.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,BENI KHEDDACHE,0.6,10.2,4.0,36.9,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,SIDI MAKHLOUF,0.5,7.4,6.5,33.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,BEN GUERDENE,0.4,9.8,1.7,23.1,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,MÉDENINE SUD,0.1,5.7,2.6,20.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,MÉDENINE NORD,0.2,8.4,5.2,18.9,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,DJERBA AJIM,0.0,7.8,4.2,16.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,ZARZIS,0.2,9.3,2.3,15.8,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,DJERBA MIDOUN,0.2,6.1,1.5,11.5,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Médenine,DJERBA HOUMT SOUK,0.2,5.3,2.4,9.5,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,DHIBA,0.5,5.0,5.7,33.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,REMADA,0.5,13.2,1.4,27.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,TATAOUINE NORD,0.4,9.9,1.9,18.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,BIR LAHMAR,0.4,3.8,7.1,18.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,TATAOUINE SUD,0.2,9.0,1.8,17.1,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,SMAR,0.3,6.8,4.3,14.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tataouine,GHOMRASSEN,0.1,7.7,1.4,10.5,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,BELKHIR,0.4,7.8,6.2,31.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,SENED,0.4,9.3,3.6,27.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,GAFSA NORD,0.3,6.3,5.0,23.0,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,REDEYEF,0.2,6.8,3.7,21.1,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,OUM LAARAYES,0.2,7.8,2.8,20.5,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,GUETAR,0.2,8.5,3.0,19.8,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,MDHILA,0.1,10.0,5.3,18.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,ELKSAR,0.1,7.9,2.4,16.9,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,METLAOUI,0.2,6.8,3.2,16.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,SIDI AICHE,0.7,10.6,2.1,16.1,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Gafsa,GAFSA SUD,0.3,10.0,1.8,15.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tozeur,HAZOUA,0.5,9.2,4.1,22.6,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tozeur,TAMAGHZA,0.0,7.2,3.8,20.5,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tozeur,DEGACHE,0.6,6.2,1.3,17.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tozeur,NEFTA,0.2,8.8,1.6,17.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Tozeur,TOZEUR,0.2,7.1,1.8,10.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,DOUZ SUD,0.1,2.5,0.8,25.9,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,FAOUAR,0.1,10.9,7.0,25.2,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,SOUK LAHAD,0.1,1.6,2.7,21.7,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,DOUZ NORD,0.2,1.5,4.2,20.4,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,KEBILI SUD,0.3,4.7,1.4,15.8,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
Kebili,KEBILI NORD,0.2,1.8,1.6,12.3,2015,modelled small-area estimate,"Carte de la pauvreté en Tunisie (INS, September 2020)"
