hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
10797,2021,Centre East,urban,140.57107543945312,140.57107543945312,1,1-2 persons,0,0,1,1,female,86,single,none,other inactive,15306.77575,15306.77575,15106.77575,15106.77575,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.44744694009347896,0.0,0.02547891239652923,0.22500864027076112,0.019409704802586754,0.28247620876952073,0.0,0.0,0.00017959366712322783,0.0,0.0,0.0
10798,2021,Centre East,rural,149.4595947265625,149.4595947265625,1,1-2 persons,0,1,0,1,female,57,widowed,none,other inactive,6038.3855,6038.3855,5838.3855,5838.3855,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.45968412769766726,0.0,0.006624287168479398,0.3804693388192368,0.06365111933012642,0.05964590970088456,0.0,0.029925217283605678,0.0,0.0,0.0,0.0
10799,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,1,1,0,1,female,31,married,secondary,other inactive,13003.95875,26007.9175,11314.90875,22629.8175,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.3521500720697603,0.0,0.022646949776560708,0.3453843414831857,0.04346753263565684,0.0953555780065714,0.12500039681425953,0.015091558212733579,0.0009035710012719468,0.0,0.0,0.0
10800,2021,Centre East,rural,149.4595947265625,1046.2171630859375,7,7-8 persons,5,2,0,4,male,50,married,secondary,non-agricultural workers,3741.4238087005615,26189.96666090393,3629.9952371673585,25409.96666017151,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.4288703421129773,0.017373065202536005,0.1846890469992674,0.14537692187028073,0.052203197241554346,0.026575062375747385,0.08365799089836569,0.02905311057716406,0.0016132131973783433,0.01832762922465337,0.012260420300075408,0.0
10801,2021,Centre East,rural,149.4595947265625,448.3787841796875,3,3-4 persons,0,3,0,1,male,57,married,primary,other inactive,13387.185412658691,40161.556237976074,12793.852084533692,38381.55625360108,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.31960290383418594,0.021072390589943833,0.2348763564160938,0.09666722638518271,0.02366442161961789,0.036632046598044865,0.1300248418535823,0.05312792130658532,0.00018674575141743916,0.0,0.08215319096355983,0.0019919546817860176
10802,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,0,2,1,male,80,married,none,retired,4617.2123125,9234.424625,3817.2123125,7634.424625,"above 5,000 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.36431073133755637,0.0,0.08641577896895844,0.48902609792734486,0.02405130890852841,0.0023823898963873254,0.028155516957304755,0.0052791594294946415,0.0003790165744252563,0.0,0.0,0.0
10803,2021,Centre East,rural,149.4595947265625,448.3787841796875,3,3-4 persons,2,1,0,1,female,25,married,secondary,other inactive,7772.892683654785,23318.678050964358,7205.75936126709,21617.27808380127,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.5155030589172034,0.0,0.09627475322203684,0.17454369660042884,0.04923092057857385,0.1374220252561323,0.0042884077159036455,0.021793688012222326,0.0009434496974988021,0.0,0.0,0.0
10804,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,1,female,48,divorced,primary,other inactive,14918.6036875,59674.41475,8781.4286875,35125.71475,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.18305667589308028,0.06535464178976301,0.04703858448817046,0.07137840844932627,0.020541466642536282,0.005384217027448937,0.40981549802296136,0.03849137037410157,0.00016757600458913594,0.013406080367130873,0.1446951769225353,0.0006703040183565438
10805,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,0,3,2,3,male,63,married,primary,retired,8187.49846875,40937.49234375,7237.21846875,36186.09234375,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.46567825432047,0.04445802351396924,0.11585956347623962,0.08885235006955805,0.07547482316059695,0.0949765061673977,0.03649466325817036,0.02386687465622178,0.024683974044431824,0.0,0.024769470243497148,0.004885497089447169
10806,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,1,male,34,married,secondary,non-agricultural workers,4873.7411875,19494.96475,4853.4911875,19413.96475,"above 5,000 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.40151393451480843,0.03334194282141494,0.0722237776808496,0.37639281958691406,0.018892057755580192,0.027273709227917428,0.03667613710355644,0.03199287651956385,0.00035906707653831477,0.0013336777128565979,0.0,0.0
10807,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,0,2,1,male,79,married,none,other inactive,13025.2700625,26050.540125,12650.2700625,25300.540125,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.40279779035867497,0.0,0.03147727440833629,0.48206640110883303,0.0048213971532768745,0.04859784073287041,0.0,0.0012475749003304016,0.028991721337678023,0.0,0.0,0.0
10808,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,2,3,0,1,male,47,married,none,unemployed,4530.6940625,22653.470312499998,4389.8940625,21949.470312499998,"3,000-4,500 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.45988097245911347,0.049639193458400746,0.10122069417528938,0.1941278897840174,0.013947090416346567,0.02964225736533224,0.06578682971192053,0.0460084031854319,0.004855768146219726,0.0,0.03489090129792792,0.0
10809,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,0,4,2,2,male,61,married,primary,unemployed,5703.3230509948735,34219.93830596924,5559.073053512573,33354.43832107544,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.2338490468064401,0.0,0.16078345669732869,0.12736692966295074,0.019747259335372566,0.0923613582765498,0.30178312564763965,0.05102872993182031,0.000657511409612849,0.0,0.012422582232285428,0.0
10810,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,3,male,43,married,primary,farm operators,2675.45090625,10701.803625,1920.43840625,7681.753625,"2,000-3,000 DT",1,2,2223.527,1346.526125,poor,not extremely poor,0.29025294322759543,0.0,0.14221901777794954,0.47456707326752134,0.035797704146341966,0.0042516197824551275,0.0,0.03539123060670065,0.0007008164476574386,0.01681959474377853,0.0,0.0
10811,2021,Centre East,rural,149.4595947265625,149.4595947265625,1,1-2 persons,0,0,1,1,female,67,widowed,none,agricultural workers,5539.062125,5539.062125,5473.462125,5473.462125,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.625669100895336,0.0,0.008124119072572909,0.24257574134547044,0.04406883256922326,0.0368473933936029,0.002346967732076618,0.04005190702778444,0.00031593796393339087,0.0,0.0,0.0
10812,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,0,6,0,3,male,58,married,primary,farm operators,3541.4077428741457,21248.446457244874,3492.624409637451,20955.74645782471,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.3721119094518274,0.00844297017196057,0.24787694479217573,0.12939988342206568,0.043899679913070346,0.06591776015248926,0.04444795528934315,0.02102741958100325,0.0004941537726063879,0.0,0.06638132345345811,0.0
10813,2021,Centre East,rural,149.4595947265625,1195.6767578125,8,7-8 persons,2,6,0,7,male,55,married,secondary,farm operators,5937.5528125,47500.4225,4371.3028125,34970.4225,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.19264670725738448,0.0,0.19481931950865894,0.15153070592223322,0.026858708431937224,0.07110042011849944,0.220524353993214,0.07963823890245628,0.0003157866644294234,0.02147349318120079,0.03894491670186603,0.002147349318120079
10814,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,2,4,0,3,male,52,married,secondary,other employees,5907.532914230346,35445.19748538208,5406.032909103394,32436.197454620364,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.3356054088850824,0.0,0.15088080691326378,0.12622552039666304,0.04940302561440093,0.05935924041613818,0.12723867598706426,0.09895416720417483,0.039229574048783335,0.011636527064068411,0.0014670534703608296,0.0
10815,2021,Centre East,rural,149.4595947265625,149.4595947265625,1,1-2 persons,0,1,0,1,female,58,single,none,agricultural workers,7947.45075,7947.45075,7947.45075,7947.45075,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.3376365659010488,0.0,0.040012830214669545,0.5729762813175009,0.006461191294098369,0.0323122477959973,0.0,0.010223403946358178,0.00037747953032707117,0.0,0.0,0.0
10816,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,0,3,1,3,female,68,widowed,none,farm operators,6437.595625,25750.3825,6299.345625,25197.3825,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.44585939537534197,0.0,0.21988022842990723,0.09808330250511012,0.0846317523520482,0.03366940269317018,0.037552840143362826,0.04667891815131552,0.0017378382589612062,0.0,0.03190632209078273,0.0
10817,2021,Centre East,rural,149.4595947265625,1046.2171630859375,7,7-8 persons,2,5,0,5,male,56,married,secondary,other employees,4574.915406375885,32024.407844631198,4562.586834823608,31938.107843765258,"above 5,000 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.3102808326888493,0.009539598652495781,0.1564431726644971,0.14575907393479556,0.024568760130224812,0.13213983508270505,0.07774070312685269,0.04407107220360039,0.0003825207315648881,0.06676157747638618,0.03231285330802826,0.0
10818,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,2,4,0,2,male,51,married,secondary,farm operators,6259.847680835724,37559.08608501434,4974.681032180786,29848.086193084717,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.17733338760337922,0.0,0.21214573610666584,0.2718411779786044,0.1289914234801173,0.03817984256738941,0.051058217637017206,0.05818299160565975,0.02195207824045507,0.027716329227791058,0.012598815552920969,0.0
10819,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,3,male,47,married,secondary,other employees,3555.26103125,14221.044125,3507.33603125,14029.344125,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.5830173163730837,0.0,0.03586234557719591,0.19237189099421195,0.0397368852660263,0.03465990222548993,0.04636790328157448,0.04443414935339235,0.0014063664932233693,0.009844565452563585,0.0066732090103448875,0.005625465972893477
10820,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,0,3,1,2,female,63,widowed,primary,other inactive,5975.52815625,23902.112625,5890.60315625,23562.412625,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.2916834214726613,0.032633098639339025,0.10844229701688046,0.13785654446693427,0.03695907607434884,0.033319230456884105,0.24583600974968733,0.07065484228476378,0.0020500279914456567,0.0,0.03872461038534898,0.001840841461706304
10821,2021,Centre East,rural,149.4595947265625,149.4595947265625,1,1-2 persons,0,0,1,1,female,67,widowed,primary,other inactive,16163.01175,16163.01175,15963.01175,15963.01175,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.5689917267082366,0.0,0.0058776174330658956,0.14485182833866098,0.05503306007065383,0.2061435107919185,0.0,0.006620053319347903,0.012482203338116256,0.0,0.0,0.0
10822,2021,Centre East,urban,140.57107543945312,983.99755859375,7,7-8 persons,3,2,2,2,male,66,married,primary,farm operators,5660.156894096374,39621.09825867462,5569.156893882751,38984.098257179256,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2559696824155443,0.013452428634708349,0.1730391195488939,0.1474933487772935,0.022480446876050143,0.29372229545831496,0.018045940851438028,0.03199684127889589,0.0014638665306061617,0.027636790534719777,0.014699239093534978,0.0
10823,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,2,2,0,2,male,45,married,primary,non-agricultural workers,5808.671375,23234.6855,5371.096375,21484.3855,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.49929705579238987,0.04699869967574286,0.04153273368781306,0.16536377889300338,0.07146642931462548,0.03725679887757034,0.09681215663975824,0.03536307837781513,0.003391481258652507,0.0,0.002517787482629082,0.0
10824,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,2,2,0,3,male,45,married,primary,unemployed,4555.63715625,18222.548625,2944.86215625,11779.448625,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.14631048899176693,0.02211545751877504,0.025517835598586586,0.6214140984354213,0.10511153183985537,0.057253242752699746,0.010272986718398727,0.009809275512359897,0.0021950826321364804,0.0,0.0,0.0
10825,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,69,married,higher,retired,18407.94325,36815.8865,16057.94325,32115.8865,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.3148849875077537,0.0033545301042984185,0.045333690235417494,0.2510320264492612,0.052368696688966404,0.12664641347612798,0.12385957308178776,0.04379766855608085,0.019160206765766026,0.0,0.019562207134540252,0.0
10826,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,3,1,1,male,65,married,secondary,other employees,16834.25,67337.0,9760.25,39041.0,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.17028973669750655,0.0,0.10937523204181951,0.09189598586215603,0.01876382969244249,0.05969229398399097,0.47968872982164334,0.04270460519476662,0.0021830494379018964,0.0,0.025406537267772547,0.0
10827,2021,Centre East,urban,140.57107543945312,140.57107543945312,1,1-2 persons,0,1,0,0,male,53,single,primary,other inactive,6271.152,6271.152,5771.152,5771.152,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.12728123701830946,0.0,0.15834410969579216,0.4755429410030457,0.0,0.031493415573936506,0.14523647040375376,0.02292242272786518,0.0,0.0,0.03917940357729721,0.0
10828,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,1,2,0,1,male,35,married,higher,other employees,17209.07447467041,51627.22342401123,15073.674482849121,45221.02344854736,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.15988367145041063,0.012338451690794741,0.08243712778025497,0.11735617119404153,0.03755770459725432,0.3907047237912413,0.13357294012514997,0.02762883436695388,0.009839769951214643,0.0,0.0286806050526841,0.0
10829,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,2,1,2,2,male,75,married,primary,retired,5962.1690625,29810.8453125,5928.5690625,29642.845312499998,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.30228931532895736,0.0,0.23893988715398806,0.23560537083395855,0.016940143621053484,0.03016687358101663,0.07782402614028532,0.029217554641460565,0.019917248069307933,0.033313379465481616,0.015786201164490636,0.0
10830,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,1,2,0,2,female,46,married,secondary,other employees,13661.066702453612,40983.20010736084,13544.400032531737,40633.20009759521,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.3580942922953796,0.0,0.2700374787717894,0.1666536532042398,0.037566612660797596,0.02016192000624646,0.013544574362177673,0.04367521325811552,0.06368463175154698,0.0017446173066036816,0.02483700638310332,0.0
10831,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,1,3,0,2,male,38,married,secondary,other inactive,4009.46,16037.84,3954.46,15817.84,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3419749791742529,0.0,0.06422311233931752,0.21199862325599955,0.023319848558159953,0.09665890169748545,0.13763698852214512,0.06309453143316057,0.0006235253625176458,0.0,0.060469489656961285,0.0
10832,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,4,0,2,male,52,married,higher,senior managers and professionals,15104.56975,60418.279,15064.56975,60258.279,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.20087629399193022,0.0,0.25810069776627387,0.12698771358791164,0.008863211725909944,0.05923372945786463,0.05167641391341928,0.07601672981280895,0.0013985833629120267,0.10675577148855114,0.10975982924439177,0.0003310256480265152
10833,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,3,0,1,male,57,married,higher,senior managers and professionals,8832.566648010254,26497.699944030763,8632.566648010254,25897.699944030763,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.3032697177490876,0.0,0.20114953373311645,0.07713877053480113,0.046804062239364175,0.02865909116640312,0.15077912422587622,0.07347241458692641,0.000566086867916838,0.0951025938100288,0.0230586050864792,0.0
10834,2021,Centre East,urban,168.68528747558594,506.05584716796875,3,3-4 persons,1,2,0,1,male,48,married,higher,mid-level managers and professionals,10213.49888204956,30640.49664614868,10120.86554940796,30362.59664822388,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.23696580571919088,0.01781955444309172,0.3813254104635232,0.11020698448696005,0.03430101047562161,0.05309313400736559,0.0813955472180783,0.04434490769148512,0.00032636546599069087,0.0,0.04022128002869275,0.0
