hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
3277,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,2,male,43,married,secondary,non-agricultural workers,5247.19,20988.76,5199.015,20796.06,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.149339932420972,0.0,0.10605676562121823,0.27688629533140596,0.016170559861563998,0.22731452453598977,0.05648737705324183,0.011613358769169786,0.0017628483054739777,0.15436833810096454,0.0,0.0
3278,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,0,1,2,2,male,67,married,primary,retired,8939.802766723633,26819.4083001709,3489.8028096923827,10469.408429077148,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.09969943991237597,0.0,0.04701073116277604,0.7186075144950707,0.03229750581630442,0.027875335197724758,0.05257386654466547,0.011484220493444657,0.0021626129500642534,0.0,0.008288773427573854,0.0
3279,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,1,2,0,2,male,37,married,secondary,other employees,27403.60002116394,82210.80006349183,26854.033349639893,80562.10004891967,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.12210743600597487,0.024193901531185683,0.049166289587256176,0.6173884696414583,0.012319549256302091,0.0697852350299474,0.049409566626282674,0.02009711619397938,6.386022274445693e-05,0.0,0.035468575904868946,0.0
3280,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,1,2,0,1,male,36,married,secondary,"own-account workers and artisans in industry, trade and services",8450.91332220459,25352.739966613768,8421.513322998047,25264.53996899414,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.37818160877285845,0.0,0.06764554837070864,0.2883317542798135,0.03539656857601979,0.1362850721460481,0.0,0.04518840961568651,0.00037668512358033095,0.03885181641116502,0.009742536704119554,0.0
3281,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,3,2,0,1,male,41,married,secondary,senior managers and professionals,9014.2760625,45071.3803125,7043.6260625,35218.130312500005,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.2945115043376113,0.0,0.1257006102004165,0.33155275403397483,0.023014604705832147,0.039319851980792186,0.017261508205087643,0.007542480352595814,0.0066749675366331845,0.09595889844087924,0.058329698034929836,0.00013312217124746253
3282,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,0,1,2,3,female,91,widowed,none,other inactive,8729.597724258423,26188.79317277527,8695.64772380066,26086.943171401977,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.41288157507756823,0.0,0.05487079964768516,0.32200685348506564,0.042884756495696036,0.11748536976756975,0.009927910861794115,0.03926488745839572,0.0002005437994082411,0.0,0.0002481977715448529,0.00022910563527217187
3283,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,3,male,42,married,primary,farm operators,2789.7066875,11158.82675,2789.7066875,11158.82675,"2,000-3,000 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.4570148918209524,0.0,0.03943066864085868,0.3433539059113002,0.06722032851706386,0.013988925851904636,0.035756447244778666,0.023474690114711205,0.003629413818079038,0.016130728080351278,0.0,0.0
3284,2021,Grand Tunis,rural,88.82666778564453,177.65333557128906,2,1-2 persons,0,2,0,1,male,46,married,secondary,farm operators,5575.770875,11151.54175,5563.970875,11127.94175,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.37061960305500125,0.0,0.056046061657539066,0.3809573495691899,0.004021865384545003,0.039590937954885594,0.07989926549898768,0.04307476114751822,0.0004483684932603125,0.0,0.025341787239072863,0.0
3285,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,2,male,37,married,secondary,non-agricultural workers,3396.3745,13585.498,3396.3745,13585.498,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.3683994523443282,0.07463841256793831,0.09524862511135322,0.305086935831718,0.037944873450465676,0.037245598382028386,0.05189357086824113,0.01621950119264813,0.0005005337331972195,0.0,0.012822496518081709,0.0
3286,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,0,3,1,3,male,37,single,secondary,farm operators,3762.226,15048.904,3762.226,15048.904,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.27985758846683456,0.0,0.14459524700023316,0.3447828520237136,0.0029370909546922357,0.14030257560491374,0.008638502807918341,0.03131457267870399,0.0006645002159937186,0.0,0.04690707024699659,0.0
3287,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,2,male,47,married,primary,farm operators,3898.7768125,15595.10725,3803.6268125,15214.50725,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.4472787468617711,0.0,0.19916503058661647,0.2072443073742099,0.04355212130535413,0.049906678462834385,0.012503921752862272,0.027216869682063542,0.0004616832647210685,0.0,0.012670640709567102,0.0
3288,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,1,3,0,1,male,50,married,primary,non-agricultural workers,4477.54225,17910.169,4394.21725,17576.869,"3,000-4,500 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.3473015804596819,0.0,0.25343144444924,0.1952739251092494,0.05455001569220257,0.05089287543852881,0.041373143938507786,0.030449182249480733,0.0013958550586541088,0.0,0.025331977604454766,0.0
3289,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,0,2,2,1,male,62,married,,retired,6645.612125,26582.4485,6288.512125,25154.0485,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.2633406769711679,0.0,0.31648702263900036,0.14784975707784742,0.09045065936446124,0.048355214418182704,0.04694827103928116,0.035211203279460875,0.00030095045538000744,0.0,0.051056244755218264,0.0
3290,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,2,male,43,married,primary,farm operators,3528.1185,14112.474,3498.1685,13992.674,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.44061091113706796,0.0,0.14774163688335953,0.2405790049665415,0.05807628085832205,0.060053255279926714,0.00552702526470122,0.02742963435853644,0.0012754673687772047,7.015070528274626e-06,0.018699768812239125,0.0
3291,2021,Grand Tunis,rural,88.82666778564453,266.4800109863281,3,3-4 persons,0,1,2,2,male,85,married,none,retired,3365.6518108062746,10096.955432418825,3295.1851455841065,9885.55543675232,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.4432147943409129,0.00836885940976044,0.1096370102556782,0.1659248073085596,0.03398549238413367,0.1498818152397747,0.05902769477180145,0.0032187920806770924,0.0009903975632852592,0.0,0.02575033664541674,0.0
3292,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,3,2,0,2,male,46,married,secondary,other employees,2498.8644375,12494.3221875,2471.4644375,12357.322187499998,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.366490467300057,0.0,0.1158126044011711,0.2553705744223141,0.04009020977508403,0.0773823486103858,0.048902212362899475,0.06029538737085158,0.0008003635411276509,0.0,0.034855832216109196,0.0
3293,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,2,3,0,2,male,43,married,secondary,non-agricultural workers,2628.7020625,13143.5103125,2599.4620625,12997.310312499998,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.3909050856486379,0.0,0.1835126198497848,0.24733310874847914,0.02784415982024285,0.023856640580472026,0.054399470643696574,0.044953744377381984,0.0025868279746652915,0.0,0.02460834235663947,0.0
3294,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,0,5,0,3,male,59,married,primary,non-agricultural workers,3165.03659375,15825.18296875,3150.71659375,15753.582968749999,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.35754089051269144,0.0,0.16442148000919438,0.1861579072504166,0.003999953760408149,0.02482435757940508,0.03216392518242888,0.03207861811170927,0.0008846659185736824,0.14912939770242073,0.04867242312724134,0.00012638084551052603
3295,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,3,2,0,2,male,50,married,secondary,retired,6524.48175,32622.40875,6484.78175,32423.908750000002,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.23573826109937857,0.0,0.1847196501309895,0.174204152220165,0.021062209028377514,0.15375933704896172,0.07844301106624663,0.04402955019343624,0.04569711557131972,0.003310607735503961,0.0590361059056211,0.0
3296,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,2,male,52,married,secondary,"own-account workers and artisans in industry, trade and services",3599.0391875,14396.15675,3578.1091875,14312.43675,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.3773944753405908,0.0,0.16907290277782344,0.23711374928726098,0.028566652122999133,0.03871172091950739,0.019449635487999408,0.04926662132094136,0.012017096212228207,0.052652941785369826,0.015754204745279523,0.0
3297,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,2,3,0,2,male,56,married,primary,non-agricultural workers,4327.5710625,21637.8553125,4312.8810625,21564.4053125,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.24705544481711533,0.0,0.1496913596338468,0.2634736355442942,0.013568812345939311,0.10236226997622949,0.028745917163400036,0.15887669690417305,0.005488066982562306,0.0,0.03036807422519319,0.0003697224072463027
3298,2021,Grand Tunis,urban,106.66544342041016,106.66544342041016,1,1-2 persons,0,0,1,0,male,85,widowed,primary,retired,10598.87525,10598.87525,10578.87525,10578.87525,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.469988549020803,0.0,0.023210009948933026,0.3673184331516686,0.010057670977870978,0.09949168898841414,0.0037739853575500856,0.015333042060288427,0.00016511185939281625,0.0,0.010661508635078991,0.0
3299,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,2,2,1,male,66,married,primary,retired,6408.346375,25633.3855,6335.396375,25341.5855,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.2732709659861135,0.0,0.24850404623811798,0.13823088043284137,0.04598300146010513,0.06292184869347889,0.06971377246899793,0.046899774629115445,0.0003901162421320533,0.0,0.11369547760696562,0.0003901162421320533
3300,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,0,2,1,male,78,married,none,retired,8381.73425,16763.4685,7860.43425,15720.8685,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.2996092343627362,0.0,0.09711617782802393,0.28260998549755684,0.12452076874394484,0.07731102846264312,0.05165995292337656,0.03673762356565987,0.003221290367046575,0.0,0.02721393824901199,0.0
3301,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,1,1,0,male,75,widowed,none,other inactive,10357.23275,20714.4655,10020.23275,20040.4655,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.2801250152935094,0.0,0.11669140028805353,0.2389500996359881,0.12126791226360685,0.040503096492502444,0.03398591171718918,0.026351150441516633,0.00024137721390049132,0.0,0.14188403665373336,0.0
3302,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,0,2,1,1,male,60,married,none,other inactive,7821.767507497161,23465.30252249148,7687.900838857025,23063.702516571073,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.2825729614037923,0.0022160379197541723,0.1984206686617951,0.15039334979378954,0.06181041151560483,0.08372421387846006,0.1062015717307543,0.053366028557926194,0.0007500436036091045,0.0,0.059990703454575925,0.0005540094799385431
3303,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,0,3,2,2,male,60,married,primary,other employees,2013.672375,10068.361875,1999.072375,9995.361875,"2,000-3,000 DT",1,1,2682.9965,1529.232875,poor,not extremely poor,0.36869056676474704,0.014009230449035069,0.08005274542305753,0.4365061426204715,0.019119297138881605,0.02695572594022061,0.0,0.052034284524987394,0.0013408338253241645,0.0,0.0012911733132751214,0.0
3304,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,3,1,3,male,55,married,primary,other employees,2124.1683125,8496.67325,2124.1683125,8496.67325,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.4001501440589567,0.0,0.08826984202515556,0.4293467698471485,0.0021420148331437747,0.02979401401155751,0.0,0.049119224758931566,0.001177990465106376,0.0,0.0,0.0
3305,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,1,2,2,3,male,41,married,primary,non-agricultural workers,1609.526487499237,8047.632437496185,1553.526487499237,7767.632437496185,"1,500-2,000 DT",1,1,2682.9965,1529.232875,poor,not extremely poor,0.21604117900544959,0.0,0.16501747691803673,0.44402667060799145,0.035438994289927764,0.04001176774669264,0.032307638553230086,0.017284586625978093,0.0010995780521443578,0.006772178081350152,0.04199993011919911,0.0
3306,2021,Grand Tunis,urban,106.66544342041016,639.99267578125,6,5-6 persons,3,2,1,2,male,80,widowed,primary,retired,2146.2881796340944,12877.729077804566,2141.171513130188,12847.029078781128,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.5178638176731731,0.07278457143747105,0.030673109695722896,0.2758498129428069,0.036124381342912126,0.006833502919553455,0.0,0.030587690909228474,0.0008153611438103555,0.004441776897709746,0.024025975037611804,0.0
3307,2021,Grand Tunis,rural,88.82666778564453,266.4800109863281,3,3-4 persons,0,1,2,2,male,72,married,primary,retired,3324.409596221924,9973.228788665772,3324.409596221924,9973.228788665772,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.40263590665159465,0.0,0.08984051428681007,0.32535589339610804,0.036678192105039205,0.1244982975047073,0.003910468813823206,0.0,0.0005264092633992778,0.0,0.01655431797851824,0.0
3308,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,3,2,0,2,male,49,married,primary,"own-account workers and artisans in industry, trade and services",2392.8779375,11964.3896875,2382.9179375,11914.5896875,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.464402287711737,0.0,0.07330085476517485,0.235536442448222,0.02146369384686078,0.13138990158592345,0.006519346261896965,0.019177743587080236,0.0008358136233201237,0.0,0.047373916169784605,0.0
3309,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,1,male,49,married,primary,other employees,2712.6995625,10850.79825,2692.7995625,10771.19825,"2,000-3,000 DT",1,3,2223.527,1346.526125,not poor,not extremely poor,0.4140331310761335,0.0,0.05243853803314345,0.27158907829897977,0.021694256332165148,0.19603165949086016,0.015574890909668267,0.0014975856643911795,0.0013823867671303195,0.0,0.025758473427528288,0.0
3310,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,1,3,0,2,male,58,married,primary,non-agricultural workers,2291.073375,9164.2935,2286.723375,9146.8935,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.42691670667247833,0.0,0.06590797206571353,0.2860776447196939,0.025031935085885235,0.15457318122777278,0.004255647202918589,0.0017731863345494118,0.0008511294405837177,0.0,0.03461259725040452,0.0
3311,2021,Grand Tunis,rural,88.82666778564453,177.65333557128906,2,1-2 persons,0,2,0,1,male,54,married,primary,other employees,6694.723125,13389.44625,6669.473125,13338.94625,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.37225587452998604,0.13107338238070051,0.060868835692462056,0.25511482250019685,0.020277164282826318,0.07124267775096878,0.0007468568796621111,0.04427367582636994,0.0002613999078817389,0.0,0.04388531024894565,0.0
3312,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,2,3,0,2,male,48,married,higher,senior managers and professionals,6497.2563125,32486.2815625,6357.5663125,31787.8315625,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.3285097446768021,0.06882905353767965,0.15714325505807453,0.11770572725330895,0.08273030603214125,0.03675705403816783,0.049605554461525384,0.041043478772122166,0.004609638089117856,0.006242635088301178,0.10682355299275927,0.0
3313,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,3,2,0,2,male,33,married,primary,senior managers and professionals,7954.5821875,39772.9109375,7887.1621875,39435.8109375,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.38096482182004215,0.0,0.25874394679476703,0.09935408330008179,0.035731857684078425,0.04019569990679177,0.060367720945897936,0.03684165826823167,0.0004211409103889173,0.0026480334735618375,0.0847310368961583,0.0
3314,2021,Grand Tunis,rural,88.82666778564453,177.65333557128906,2,1-2 persons,0,2,0,1,male,47,married,primary,other employees,11804.54875,23609.0975,11716.04875,23432.0975,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.34179366571034303,0.12939927042584096,0.12499418887942935,0.1284499991781505,0.023834032559286643,0.017728758962173484,0.11347320637342977,0.04080206782363751,0.00014824793665808294,3.812089799779275e-07,0.07937618094207069,0.0
3315,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,1,male,51,married,primary,non-agricultural workers,3036.9054375,12147.62175,3036.9054375,12147.62175,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.3403423390261555,0.0,0.14072713451091773,0.19129437825967868,0.019477063483640325,0.18772398803082588,0.062069762750062575,0.028252443734511242,0.0005762444817645067,0.004494706957763152,0.02504193876468042,0.0
3316,2021,Grand Tunis,rural,88.82666778564453,177.65333557128906,2,1-2 persons,0,0,2,2,female,78,single,none,other inactive,2950.149375,5900.29875,2950.149375,5900.29875,"2,000-3,000 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.41256385753223435,0.0,0.039828491946215495,0.3158905688668019,0.02027016015645691,0.042963926418577145,0.1299934183946693,0.0,0.000593190305581933,0.0,0.03789638637946292,0.0
3317,2021,Grand Tunis,rural,88.82666778564453,266.4800109863281,3,3-4 persons,0,2,1,1,male,64,married,primary,retired,5610.383127426147,16831.149382278443,5610.383127426147,16831.149382278443,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.3968219787723203,0.0,0.1730125456747068,0.2074593539159295,0.0076465366168732025,0.0984246508120602,0.04414434115257801,0.026067738466613193,0.000311921656865457,0.0,0.04611093293205356,0.0
3318,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,0,4,0,3,female,53,widowed,secondary,other inactive,5087.469,20349.876,5034.519,20138.076,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.317925770161941,0.0,0.08614303104353069,0.15907104298817348,0.012520960815682611,0.014619253699629423,0.16737202723004307,0.06548197148719727,0.0004914034857018293,0.0737105228552744,0.04369559794860667,0.05896841828421952
3319,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,1,male,40,married,primary,non-agricultural workers,4905.994,19623.976,4895.594,19582.376,"above 5,000 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.2917110176406641,0.07883213893369541,0.15129451874217303,0.10397994636761548,0.024778362997097216,0.2799481618173799,0.03577256724722313,0.011261734133385059,0.0003567065110121964,0.004841016935165522,0.017223828674588913,0.0
3320,2021,Grand Tunis,rural,88.82666778564453,532.9600219726562,6,5-6 persons,4,2,0,3,male,48,married,none,non-agricultural workers,1803.1087115249634,10818.652269149781,1799.1837115097046,10795.102269058229,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.4325806873990513,0.12587057762827264,0.09881082980328507,0.16606617500614612,0.024781275463293475,0.017978209912758603,0.0726985197757565,0.01904581055282216,0.00134027785982005,0.005019109502636463,0.03580852709615775,0.0
3321,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,1,4,0,4,male,46,married,primary,"own-account workers and artisans in industry, trade and services",5068.9850625,25344.9253125,5045.6850625,25228.4253125,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.45811340590290706,0.0,0.228408644222596,0.11053594227540665,0.027380629252843795,0.024971073906035375,0.06454941128833426,0.039315562884022416,0.000818704330215731,0.00035904623638376637,0.04554757970125494,0.0
3322,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,0,4,0,1,male,55,married,none,farm operators,5258.772,21035.088,5251.197,21004.788,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.39326243903944924,0.09517431079794851,0.26008980842522766,0.12279796369701122,0.024649290783584566,0.02313515402088993,0.0,0.029263010495343255,0.0003327773104823374,0.0,0.051295245430063155,0.0
3323,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,0,4,0,1,male,57,married,primary,farm operators,3171.36825,12685.473,3171.36825,12685.473,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.42911919588493463,0.0,0.07622892699670654,0.19427214502431173,0.01164323941821464,0.030026471864576548,0.14757108314185896,0.06256368967004772,0.0,0.0,0.04857524799934909,0.0
3324,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,3,2,0,1,male,42,married,primary,farm operators,1905.1239375,9525.6196875,1895.1439375,9475.7196875,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.48943481807683153,0.030024292973009094,0.0503904217728824,0.2734152594545406,0.020954017053890262,0.01377863095352253,0.0670822489851497,0.028454841294874526,0.0011547804989618883,0.005249002268008583,0.020061686668328804,0.0
3325,2021,Grand Tunis,rural,88.82666778564453,355.3066711425781,4,3-4 persons,2,2,0,2,male,42,married,secondary,non-agricultural workers,3139.7129375,12558.85175,2827.4629375,11309.85175,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.46149043611067775,0.06831834731468212,0.0613919179484705,0.21502362260634406,0.11474775095010303,0.026865513268034668,0.0011943767013056314,0.03136433217628588,0.000557375793942628,0.0,0.019046327130153803,0.0
3326,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,0,5,0,2,male,52,married,primary,non-agricultural workers,3110.2105439453126,15551.052719726562,3103.0105439453123,15515.052719726562,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.34254336759233484,0.0894473201764133,0.11934883267248245,0.2820829473985172,0.01186131911607512,0.01689917738487521,0.04141198719885705,0.02369936006543287,0.0005626628695496882,0.0,0.07214302552546231,0.0
3327,2021,Grand Tunis,rural,88.82666778564453,177.65333557128906,2,1-2 persons,0,1,1,1,female,68,widowed,none,other inactive,3408.9353125,6817.870625,3371.4353125,6742.870625,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.45894534703054746,0.0,0.14579332091682218,0.2757592111099938,0.04243260336140509,0.023548408121927367,0.0,0.019067536940831877,0.0005133567637916275,0.0,0.03394021575468074,0.0
3328,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,3,2,0,1,male,45,married,primary,non-agricultural workers,1834.210125,9171.050625,1821.610125,9108.050625,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.38723044340407836,0.029767581835805208,0.05419226436774794,0.25324150088856373,0.02325251584793209,0.17334437078194626,0.05888093110379052,0.014883790917902604,0.0009540891614040131,0.0,0.004252511690829315,0.0
3329,2021,Grand Tunis,rural,88.82666778564453,444.1333312988281,5,5-6 persons,2,3,0,3,male,45,married,primary,non-agricultural workers,3303.378125,16516.890625,3276.358125,16381.790625000001,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.32015105748755296,0.0,0.11297525922800618,0.1929655343346442,0.005122029437668447,0.09375251281595261,0.23418451376952193,0.01137320602678508,0.0005903048110788104,0.0,0.02888558208878979,0.0
3330,2021,Grand Tunis,rural,88.82666778564453,266.4800109863281,3,3-4 persons,0,3,0,1,female,45,married,none,non-agricultural workers,4312.950317840576,12938.850953521727,4273.683651519776,12821.050954559327,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.37508817617909124,0.0,0.20790099623172198,0.2425633429630041,0.03344191861318442,0.027668608420429914,0.0,0.05204480701206006,0.0004057547324225057,0.0,0.06088639584808571,0.0
3331,2021,Grand Tunis,rural,96.90182495117188,387.6072998046875,4,3-4 persons,1,2,1,1,male,80,widowed,primary,retired,4182.976125,16731.9045,4165.038625,16660.1545,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.3637422174784573,0.0,0.04476477890461289,0.20063492473790812,0.021426132493062376,0.23809005303378686,0.09269715898672175,0.010255855887892618,0.00041836241966927934,0.0,0.027970516057888962,0.0
3332,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,3,0,2,male,52,married,secondary,retired,5352.278909667969,16056.836729003906,5333.3789091644285,16000.136727493285,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.35262798708090803,0.0,0.1854038910614037,0.19022100971343645,0.02088829864359919,0.06777798274844664,0.02064541145006897,0.05071982831051634,0.06295131598286052,0.0,0.04857743870604463,0.0001868363027155563
3333,2021,Grand Tunis,rural,96.90182495117188,387.6072998046875,4,3-4 persons,0,4,0,1,male,56,married,secondary,retired,3868.8050625,15475.22025,3844.8550625,15379.42025,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.3402736707414552,0.0,0.11579802878734473,0.17641107563557942,0.03219986481290953,0.0666006676060071,0.1367993453921924,0.06076488636728773,0.0,0.0,0.07115246065722393,0.0
3334,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,1,2,1,male,67,married,secondary,retired,9311.24843434143,27933.74530302429,9273.31510144043,27819.945304321292,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.3245880535836848,0.17056431056268762,0.15261111468753014,0.11881780335202276,0.05948181975347541,0.04217300578410623,0.029426773697665908,0.04164855051078409,0.00018794472252158884,3.2219095289415224e-07,0.06050030115456859,0.0
3335,2021,Grand Tunis,rural,96.90182495117188,387.6072998046875,4,3-4 persons,0,2,2,1,male,60,married,primary,farm operators,6125.1105,24500.442,6114.8355,24459.342,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.25876063786930864,0.07773329150551651,0.3434631913987511,0.08300633923257385,0.019279244023434356,0.016532354804048025,0.07322316879017939,0.04292575619656167,0.00028570913128832536,0.0,0.08479030704833816,0.0
3336,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,1,2,1,male,74,married,primary,farm operators,5078.9947787475585,15236.984336242676,5061.394778869629,15184.184336608887,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.3664261813617565,0.13139082844271802,0.16840602686514208,0.15807454518046654,0.02953340299661494,0.06024157913465078,0.0,0.034703389265633475,0.0034455636829384094,0.0,0.04777848307007928,0.0
