indicator,year,period,gini_governorate,gini_region,theil_governorate,theil_region,theil_between,theil_within,identity_gap,between_share
primary_classrooms,2018,post,0.227044,0.172508,0.085411,0.049687,0.031108,0.054303,0.0,0.364219
primary_pupils,2000,pre,0.246097,0.19057,0.098376,0.059627,0.040371,0.058005,0.0,0.410373
primary_pupils,2001,pre,0.247767,0.194706,0.099636,0.062209,0.042624,0.057012,0.0,0.427799
primary_pupils,2002,pre,0.248978,0.19708,0.100643,0.063566,0.043753,0.05689,0.0,0.434738
primary_pupils,2003,pre,0.252308,0.201508,0.103097,0.066366,0.046027,0.057069,0.0,0.446449
primary_pupils,2004,pre,0.254957,0.20578,0.105075,0.068908,0.047975,0.0571,0.0,0.456579
primary_pupils,2005,pre,0.256782,0.209678,0.106538,0.071399,0.049557,0.056982,0.0,0.465152
primary_pupils,2006,pre,0.260078,0.213632,0.109081,0.073907,0.051246,0.057836,0.0,0.469793
primary_pupils,2007,pre,0.2624,0.217584,0.110913,0.07631,0.052915,0.057998,0.0,0.477087
primary_pupils,2008,pre,0.266544,0.223885,0.114121,0.080389,0.055896,0.058225,0.0,0.489794
primary_pupils,2009,pre,0.268367,0.227523,0.115616,0.082801,0.057707,0.05791,0.0,0.499122
primary_pupils,2010,pre,0.271044,0.230525,0.117723,0.085026,0.059669,0.058054,0.0,0.506857
primary_pupils,2011,post,0.273215,0.233198,0.119547,0.086958,0.06167,0.057877,0.0,0.515863
primary_pupils,2012,post,0.275767,0.236489,0.121718,0.089549,0.064135,0.057583,0.0,0.526914
primary_pupils,2013,post,0.276263,0.237144,0.122083,0.090219,0.064962,0.05712,0.0,0.532117
primary_pupils,2014,post,0.277185,0.238063,0.122971,0.091068,0.066029,0.056942,0.0,0.536947
primary_pupils,2015,post,0.277621,0.238598,0.123448,0.091722,0.066892,0.056555,0.0,0.541868
primary_pupils,2016,post,0.278062,0.238293,0.123848,0.091719,0.067107,0.056741,0.0,0.541852
primary_pupils,2017,post,0.278199,0.237598,0.124046,0.091398,0.067106,0.05694,0.0,0.540977
primary_pupils,2018,post,0.277321,0.236831,0.12352,0.090816,0.066848,0.056672,0.0,0.54119
primary_pupils,2019,post,0.276537,0.236195,0.123084,0.090144,0.066678,0.056405,0.0,0.541732
primary_pupils,2020,post,0.275461,0.236285,0.12249,0.08974,0.066612,0.055878,0.0,0.543815
primary_pupils,2021,post,0.273698,0.234602,0.12117,0.088214,0.065756,0.055413,0.0,0.542679
primary_pupils,2022,post,0.272265,0.234231,0.120298,0.087735,0.065851,0.054447,0.0,0.5474
primary_pupils,2023,post,0.269533,0.231578,0.1184,0.0856,0.064625,0.053775,0.0,0.545819
primary_schools,2000,pre,0.241349,0.175076,0.094087,0.051137,0.04711,0.046977,0.0,0.500703
primary_schools,2001,pre,0.241473,0.176369,0.09413,0.051824,0.047621,0.046509,0.0,0.505904
primary_schools,2002,pre,0.241288,0.176804,0.094075,0.052089,0.047744,0.046331,0.0,0.507508
primary_schools,2003,pre,0.240965,0.176828,0.093826,0.051966,0.047843,0.045983,0.0,0.509914
primary_schools,2004,pre,0.240914,0.177061,0.093797,0.05204,0.048004,0.045793,0.0,0.511788
primary_schools,2005,pre,0.240873,0.177204,0.093868,0.052181,0.047956,0.045913,0.0,0.510885
primary_schools,2006,pre,0.240952,0.177747,0.09398,0.052555,0.048186,0.045794,0.0,0.512728
primary_schools,2007,pre,0.241227,0.179087,0.094226,0.053214,0.048808,0.045418,0.0,0.51799
primary_schools,2008,pre,0.241331,0.179671,0.094159,0.053503,0.049153,0.045006,0.0,0.522025
primary_schools,2009,pre,0.24108,0.179512,0.094047,0.053493,0.049011,0.045035,0.0,0.521137
primary_schools,2010,pre,0.241202,0.179473,0.094086,0.053459,0.049008,0.045079,0.0,0.520878
primary_schools,2011,post,0.241331,0.179716,0.094193,0.053618,0.049129,0.045064,0.0,0.521573
primary_schools,2012,post,0.241405,0.180032,0.094252,0.053925,0.049181,0.045071,0.0,0.521801
primary_schools,2013,post,0.24338,0.181464,0.095745,0.054476,0.050054,0.045691,0.0,0.522783
primary_schools,2014,post,0.242945,0.181568,0.095414,0.054519,0.049976,0.045439,0.0,0.523776
primary_schools,2015,post,0.243361,0.182358,0.0958,0.055145,0.050275,0.045526,0.0,0.524784
primary_schools,2016,post,0.242904,0.181949,0.095563,0.055152,0.05007,0.045493,0.0,0.523944
primary_schools,2017,post,0.242625,0.181194,0.095297,0.054558,0.049466,0.04583,0.0,0.519079
primary_schools,2018,post,0.242245,0.181416,0.09495,0.05473,0.049348,0.045602,0.0,0.519729
primary_schools,2019,post,0.24259,0.181353,0.095238,0.054711,0.049392,0.045846,0.0,0.518613
primary_schools,2020,post,0.24278,0.181518,0.095432,0.054758,0.049471,0.045961,0.0,0.518388
primary_schools,2021,post,0.242347,0.181563,0.095105,0.05469,0.049338,0.045767,0.0,0.518771
primary_schools,2022,post,0.242536,0.181229,0.095197,0.054495,0.04905,0.046147,0.0,0.515249
primary_schools,2023,post,0.242471,0.181217,0.09506,0.054401,0.049026,0.046035,0.0,0.515734
primary_teachers,2000,pre,0.235306,0.177837,0.091335,0.053661,0.034842,0.056494,0.0,0.381472
primary_teachers,2001,pre,0.237831,0.181436,0.093439,0.055579,0.036075,0.057364,0.0,0.386077
primary_teachers,2002,pre,0.23941,0.182704,0.094637,0.056344,0.036859,0.057778,0.0,0.38948
primary_teachers,2003,pre,0.239898,0.184753,0.095059,0.056651,0.037291,0.057768,0.0,0.392298
primary_teachers,2004,pre,0.24156,0.185115,0.096484,0.057252,0.038111,0.058373,0.0,0.394996
primary_teachers,2005,pre,0.241354,0.186033,0.096463,0.05783,0.038452,0.058011,0.0,0.398621
primary_teachers,2006,pre,0.241224,0.184936,0.096323,0.056979,0.037733,0.058589,0.0,0.391737
primary_teachers,2007,pre,0.240326,0.183688,0.095559,0.056471,0.037803,0.057756,0.0,0.3956
primary_teachers,2008,pre,0.23889,0.184343,0.094224,0.056809,0.037785,0.056439,0.0,0.40101
primary_teachers,2009,pre,0.238268,0.183487,0.09376,0.056112,0.037155,0.056605,0.0,0.39628
primary_teachers,2010,pre,0.240249,0.183518,0.095068,0.055968,0.037233,0.057835,0.0,0.391645
primary_teachers,2011,post,0.241108,0.182196,0.096024,0.055488,0.037436,0.058588,0.0,0.389858
primary_teachers,2012,post,0.241089,0.181528,0.09581,0.054881,0.036825,0.058985,0.0,0.384351
primary_teachers,2013,post,0.237422,0.180883,0.093253,0.054587,0.036276,0.056977,0.0,0.389003
primary_teachers,2014,post,0.237819,0.18209,0.093234,0.0551,0.036662,0.056572,0.0,0.393224
primary_teachers,2015,post,0.239712,0.186622,0.094709,0.057945,0.039507,0.055202,0.0,0.417141
primary_teachers,2016,post,0.243576,0.186281,0.098337,0.056857,0.037849,0.060488,0.0,0.384894
primary_teachers,2017,post,0.246933,0.185753,0.100589,0.055546,0.036974,0.063615,0.0,0.367572
primary_teachers,2018,post,0.246331,0.184213,0.100364,0.054928,0.036993,0.063371,0.0,0.368587
primary_teachers,2019,post,0.245316,0.185114,0.099991,0.055919,0.037999,0.061992,0.0,0.380025
primary_teachers,2020,post,0.24627,0.185846,0.100198,0.057253,0.03979,0.060408,0.0,0.397115
primary_teachers,2021,post,0.242611,0.186792,0.096677,0.058049,0.040994,0.055683,0.0,0.424028
primary_teachers,2022,post,0.238342,0.186886,0.092764,0.058118,0.041396,0.051367,0.0,0.446255
primary_teachers,2023,post,0.238687,0.188443,0.093043,0.059192,0.042256,0.050787,0.0,0.454151
private_gym_members,2007,pre,0.562991,0.527282,0.669801,0.551967,0.457434,0.212367,0.0,0.682941
private_gym_members,2008,pre,0.435829,0.411053,0.306991,0.290016,0.220127,0.086864,0.0,0.717046
private_gym_members,2009,pre,0.425431,0.35867,0.294397,0.221688,0.162976,0.131421,0.0,0.553592
private_gym_members,2011,post,0.419739,0.417525,0.289308,0.305372,0.233381,0.055927,0.0,0.806686
private_gym_members,2012,post,0.471137,0.454103,0.366997,0.352315,0.277128,0.089869,0.0,0.755123
private_gym_members,2013,post,0.408491,0.411536,0.273561,0.294096,0.225201,0.04836,0.0,0.823221
private_gym_members,2014,post,0.431265,0.429393,0.303771,0.313169,0.2383,0.065471,0.0,0.784471
private_gym_members,2015,post,0.431085,0.433196,0.304247,0.317406,0.242506,0.061741,0.0,0.79707
private_gym_members,2016,post,0.431106,0.433221,0.304281,0.317437,0.242536,0.061745,0.0,0.79708
private_gym_members,2017,post,0.403157,0.402383,0.263784,0.276079,0.204967,0.058817,0.0,0.777026
private_gym_members,2018,post,0.403157,0.402376,0.263785,0.276072,0.204962,0.058823,0.0,0.777005
private_gym_members,2019,post,0.468403,0.442046,0.368666,0.330926,0.257861,0.110805,0.0,0.699442
private_gym_members,2020,post,0.466792,0.443184,0.366786,0.33197,0.260098,0.106688,0.0,0.709127
private_gym_members,2021,post,0.464802,0.440604,0.36235,0.327458,0.256406,0.105944,0.0,0.70762
private_gym_members,2022,post,0.41267,0.384967,0.284255,0.256498,0.197266,0.086989,0.0,0.693975
private_gym_members,2023,post,0.372411,0.351233,0.229142,0.21087,0.156962,0.07218,0.0,0.684998
private_sports_halls,2007,pre,0.443452,0.424036,0.323896,0.308767,0.239665,0.084231,0.0,0.739945
private_sports_halls,2008,pre,0.416215,0.39247,0.279214,0.262922,0.203281,0.075933,0.0,0.728046
private_sports_halls,2009,pre,0.422227,0.410993,0.289709,0.287983,0.224076,0.065633,0.0,0.773453
private_sports_halls,2010,pre,0.397482,0.384953,0.25753,0.250015,0.192533,0.064998,0.0,0.747611
private_sports_halls,2011,post,0.413305,0.394868,0.278047,0.270976,0.208778,0.069268,0.0,0.750875
private_sports_halls,2012,post,0.422619,0.411333,0.291615,0.290511,0.226136,0.065479,0.0,0.775462
private_sports_halls,2013,post,0.415218,0.407181,0.282024,0.287079,0.222926,0.059098,0.0,0.790449
private_sports_halls,2014,post,0.425693,0.421375,0.29873,0.313805,0.243712,0.055018,0.0,0.815827
private_sports_halls,2015,post,0.471269,0.459585,0.368911,0.367311,0.292443,0.076468,0.0,0.79272
private_sports_halls,2016,post,0.471269,0.459585,0.368911,0.367311,0.292443,0.076468,0.0,0.79272
private_sports_halls,2017,post,0.446449,0.436844,0.331925,0.327522,0.254678,0.077247,0.0,0.767275
private_sports_halls,2018,post,0.448068,0.444091,0.33236,0.335688,0.259303,0.073057,0.0,0.780187
private_sports_halls,2019,post,0.426669,0.402081,0.307269,0.284578,0.214969,0.0923,0.0,0.699612
private_sports_halls,2020,post,0.430159,0.403628,0.307363,0.294996,0.223954,0.083409,0.0,0.72863
private_sports_halls,2021,post,0.41267,0.384967,0.284255,0.256498,0.197266,0.086989,0.0,0.693975
private_sports_halls,2022,post,0.407459,0.369823,0.279136,0.243201,0.18085,0.098287,0.0,0.647889
private_sports_halls,2023,post,0.386122,0.344543,0.249885,0.211581,0.153903,0.095982,0.0,0.615896
public_libraries,2000,pre,0.220846,0.15015,0.075473,0.038475,0.024278,0.051195,0.0,0.321674
public_libraries,2001,pre,0.217814,0.151411,0.073399,0.03865,0.024034,0.049364,0.0,0.327447
public_libraries,2002,pre,0.211292,0.146238,0.069459,0.036321,0.022606,0.046853,0.0,0.325464
public_libraries,2004,pre,0.207413,0.16101,0.066259,0.046321,0.028064,0.038195,0.0,0.423551
public_libraries,2006,pre,0.201784,0.15873,0.06303,0.045157,0.02822,0.034809,0.0,0.447728
public_libraries,2007,pre,0.199349,0.157874,0.061558,0.04428,0.026603,0.034954,0.0,0.43217
public_libraries,2008,pre,0.191138,0.148148,0.056166,0.040161,0.023763,0.032403,0.0,0.423089
public_libraries,2009,pre,0.187117,0.143982,0.053878,0.038165,0.022192,0.031686,0.0,0.411892
public_libraries,2010,pre,0.187117,0.143982,0.053878,0.038165,0.022192,0.031686,0.0,0.411892
public_libraries,2011,post,0.189136,0.144353,0.055075,0.038065,0.022484,0.032592,0.0,0.408233
public_libraries,2012,post,0.186415,0.144345,0.053621,0.037672,0.022119,0.031502,0.0,0.412501
public_libraries,2013,post,0.170121,0.122872,0.044849,0.028501,0.0167,0.028149,0.0,0.372372
public_libraries,2014,post,0.170085,0.124542,0.044858,0.029045,0.015785,0.029073,0.0,0.351886
public_libraries,2015,post,0.170322,0.123881,0.045161,0.030177,0.017344,0.027817,0.0,0.384051
public_libraries,2016,post,0.167597,0.123361,0.043753,0.029198,0.017104,0.026649,0.0,0.390917
public_libraries,2017,post,0.160913,0.12449,0.040674,0.029359,0.015624,0.02505,0.0,0.384131
public_libraries,2018,post,0.15951,0.120336,0.039991,0.027553,0.014874,0.025117,0.0,0.371943
public_libraries,2019,post,0.161674,0.116524,0.041085,0.026615,0.014979,0.026106,0.0,0.364596
public_libraries,2020,post,0.161674,0.116524,0.041085,0.026615,0.014979,0.026106,0.0,0.364596
public_libraries,2021,post,0.160933,0.1173,0.040448,0.026482,0.015513,0.024935,0.0,0.383519
public_libraries,2022,post,0.161067,0.117149,0.040651,0.026904,0.015612,0.025039,0.0,0.384046
public_libraries,2023,post,0.161067,0.117149,0.040651,0.026904,0.015612,0.025039,0.0,0.384046
road_deaths,2002,pre,0.338354,0.263001,0.185944,0.118421,0.090052,0.095892,0.0,0.484296
road_deaths,2003,pre,0.356532,0.238785,0.203386,0.101194,0.08133,0.122056,0.0,0.399879
road_deaths,2004,pre,0.347222,0.255149,0.192741,0.11567,0.09701,0.095731,0.0,0.503317
road_deaths,2005,pre,0.331276,0.241512,0.176521,0.097745,0.075788,0.100733,0.0,0.429341
road_deaths,2013,post,0.33325,0.209018,0.176407,0.071273,0.054369,0.122038,0.0,0.308201
road_deaths,2014,post,0.295554,0.193336,0.139763,0.066315,0.040656,0.099106,0.0,0.290895
road_deaths,2015,post,0.304697,0.212001,0.146932,0.071955,0.055205,0.091727,0.0,0.375718
road_deaths,2016,post,0.326086,0.194436,0.168574,0.064582,0.055768,0.112806,0.0,0.330821
road_deaths,2017,post,0.325694,0.207033,0.173412,0.069085,0.049424,0.123988,0.0,0.285009
road_deaths,2018,post,0.303423,0.229046,0.145687,0.082716,0.061066,0.084621,0.0,0.419159
road_deaths,2019,post,0.326159,0.204472,0.170055,0.066751,0.050438,0.119617,0.0,0.296599
road_deaths,2020,post,0.321026,0.235998,0.173046,0.090283,0.073329,0.099717,0.0,0.423757
road_deaths,2021,post,0.345661,0.243167,0.201471,0.096963,0.069915,0.131557,0.0,0.34702
road_deaths,2022,post,0.349062,0.245439,0.198955,0.103305,0.090681,0.108273,0.0,0.455789
road_deaths,2023,post,0.329047,0.251852,0.178034,0.119952,0.087978,0.090056,0.0,0.494163
road_injuries,2002,pre,0.402575,0.340957,0.285691,0.188245,0.141537,0.144154,0.0,0.49542
road_injuries,2003,pre,0.40803,0.344812,0.286147,0.191406,0.1458,0.140347,0.0,0.509529
road_injuries,2004,pre,0.428527,0.350055,0.315998,0.199888,0.153788,0.16221,0.0,0.486674
road_injuries,2005,pre,0.422789,0.349892,0.307095,0.202272,0.155441,0.151654,0.0,0.506165
road_injuries,2013,post,0.397017,0.340983,0.310624,0.215486,0.159226,0.151398,0.0,0.512602
road_injuries,2014,post,0.358298,0.313583,0.255003,0.176939,0.129301,0.125702,0.0,0.507055
road_injuries,2015,post,0.351835,0.306325,0.241125,0.165858,0.117454,0.123671,0.0,0.487108
road_injuries,2016,post,0.355637,0.284938,0.232385,0.144564,0.100089,0.132296,0.0,0.430704
road_injuries,2017,post,0.344747,0.278225,0.221639,0.158257,0.123653,0.097986,0.0,0.557904
road_injuries,2018,post,0.381534,0.313397,0.270172,0.172617,0.123933,0.146239,0.0,0.458718
road_injuries,2019,post,0.394011,0.302443,0.289299,0.163975,0.124004,0.165295,0.0,0.428637
road_injuries,2020,post,0.369701,0.289221,0.254819,0.14175,0.100171,0.154648,0.0,0.393106
road_injuries,2021,post,0.360108,0.268654,0.238566,0.121197,0.089509,0.149057,0.0,0.375194
road_injuries,2022,post,0.366986,0.27751,0.242846,0.129852,0.093636,0.14921,0.0,0.385578
road_injuries,2023,post,0.339581,0.250208,0.205999,0.103639,0.065252,0.140747,0.0,0.316758
secondary_pupils,2000,pre,0.2369,0.174901,0.095691,0.052525,0.027114,0.068576,0.0,0.283354
secondary_pupils,2001,pre,0.239306,0.176927,0.096808,0.053857,0.02864,0.068168,0.0,0.295843
secondary_pupils,2002,pre,0.19405,0.150333,0.065074,0.039789,0.018174,0.0469,0.0,0.279288
secondary_pupils,2003,pre,0.23372,0.175209,0.091832,0.052565,0.028484,0.063349,0.0,0.310172
secondary_pupils,2004,pre,0.234003,0.177103,0.092039,0.053163,0.029126,0.062913,0.0,0.316449
secondary_pupils,2005,pre,0.234519,0.180243,0.092327,0.054601,0.03037,0.061958,0.0,0.328936
secondary_pupils,2006,pre,0.234677,0.185128,0.092349,0.057177,0.032524,0.059826,0.0,0.352182
secondary_pupils,2007,pre,0.23905,0.191604,0.095524,0.06106,0.035367,0.060157,0.0,0.370242
secondary_pupils,2008,pre,0.241804,0.19686,0.097538,0.064814,0.037816,0.059722,0.0,0.387707
secondary_pupils,2009,pre,0.248206,0.204472,0.101991,0.069946,0.041648,0.060342,0.0,0.408355
secondary_pupils,2010,pre,0.253456,0.211458,0.105695,0.075066,0.045157,0.060538,0.0,0.427236
secondary_pupils,2011,post,0.257351,0.217079,0.109066,0.079013,0.047888,0.061178,0.0,0.439073
secondary_pupils,2012,post,0.25909,0.219961,0.110647,0.081261,0.049348,0.061298,0.0,0.446
secondary_pupils,2013,post,0.262008,0.222846,0.112386,0.083353,0.051243,0.061144,0.0,0.455953
secondary_pupils,2014,post,0.265901,0.2282,0.115348,0.087048,0.054261,0.061087,0.0,0.470415
secondary_pupils,2015,post,0.268636,0.230698,0.117251,0.088608,0.055934,0.061317,0.0,0.477041
secondary_pupils,2016,post,0.271171,0.235185,0.118922,0.091621,0.058409,0.060513,0.0,0.491152
secondary_pupils,2017,post,0.273499,0.238289,0.120559,0.093869,0.060557,0.060002,0.0,0.502303
secondary_pupils,2018,post,0.277069,0.242417,0.123231,0.096829,0.063189,0.060042,0.0,0.51277
secondary_pupils,2019,post,0.278727,0.244854,0.124595,0.098647,0.065024,0.059571,0.0,0.521883
secondary_pupils,2020,post,0.278794,0.245452,0.1243,0.098619,0.065363,0.058937,0.0,0.52585
secondary_pupils,2021,post,0.280137,0.246278,0.125472,0.09918,0.065984,0.059488,0.0,0.525889
secondary_pupils,2022,post,0.279972,0.246415,0.12546,0.099192,0.066178,0.059281,0.0,0.527486
secondary_pupils,2023,post,0.278486,0.244631,0.124243,0.097824,0.065361,0.058882,0.0,0.526073
sports_halls,2007,pre,0.478846,0.415385,0.433331,0.288365,0.216093,0.217238,0.0,0.498678
sports_halls,2008,pre,0.457126,0.407867,0.393149,0.276287,0.209692,0.183458,0.0,0.533364
sports_halls,2009,pre,0.430376,0.390783,0.343306,0.255358,0.18844,0.154866,0.0,0.548899
sports_halls,2010,pre,0.43108,0.38814,0.337926,0.249414,0.18392,0.154006,0.0,0.544261
sports_halls,2011,post,0.430901,0.393966,0.341301,0.257882,0.191287,0.150014,0.0,0.560464
sports_halls,2012,post,0.431373,0.391597,0.331778,0.256083,0.191621,0.140157,0.0,0.577558
sports_halls,2013,post,0.441855,0.40678,0.347817,0.274836,0.206828,0.14099,0.0,0.594644
sports_halls,2014,post,0.440741,0.403175,0.343374,0.270399,0.20575,0.137624,0.0,0.599201
sports_halls,2015,post,0.431995,0.396743,0.331762,0.265343,0.205099,0.126663,0.0,0.61821
sports_halls,2023,post,0.327836,0.329365,0.203448,0.180099,0.126837,0.07661,0.0,0.623439
stillbirths,2003,pre,0.499731,0.297327,,0.155212,,,,
stillbirths,2004,pre,0.531339,0.30445,,0.168063,,,,
stillbirths,2005,pre,0.534045,0.330662,,0.212752,,,,
stillbirths,2006,pre,0.52776,0.355693,,0.230716,,,,
stillbirths,2007,pre,0.611234,0.370705,,0.245505,,,,
stillbirths,2008,pre,0.498262,0.282644,,0.130755,,,,
stillbirths,2009,pre,0.508798,0.305553,,0.159518,,,,
stillbirths,2011,post,0.539778,0.334068,,0.182269,,,,
stillbirths,2012,post,0.475507,0.329628,0.439587,0.185186,0.142185,0.297402,0.0,0.323452
stillbirths,2013,post,0.511713,0.328234,,0.184363,,,,
stillbirths,2014,post,0.517057,0.362031,,0.224175,,,,
stillbirths,2015,post,0.498971,0.364449,0.45112,0.221645,0.189138,0.261983,0.0,0.419262
stillbirths,2016,post,0.507323,0.338355,,0.188132,,,,
stillbirths,2017,post,0.521028,0.382576,,0.243811,,,,
stillbirths,2018,post,0.526071,0.388498,0.501135,0.253438,0.215592,0.285542,0.0,0.430208
stillbirths,2019,post,0.48898,0.36165,0.414526,0.225604,0.187322,0.227204,0.0,0.451894
stillbirths,2020,post,0.463238,0.35236,,0.207485,,,,
stillbirths,2021,post,0.488691,0.363258,,0.225058,,,,
stillbirths,2022,post,0.496956,0.362887,0.440704,0.230382,0.181662,0.259043,0.0,0.412208
stillbirths,2023,post,0.482861,0.333739,0.424306,0.196472,0.155558,0.268749,0.0,0.366616
youth_centre_members,2007,pre,0.341042,0.228053,,0.083209,,,,
youth_centre_members,2008,pre,0.29827,0.207262,0.148474,0.086941,0.068987,0.079487,0.0,0.464639
youth_centre_members,2009,pre,0.309112,0.24999,0.154834,0.111,0.092569,0.062265,0.0,0.597859
youth_centre_members,2010,pre,0.28189,0.201491,0.126026,0.076777,0.061441,0.064584,0.0,0.48753
youth_centre_members,2011,post,0.39167,0.26076,,0.118478,,,,
youth_centre_members,2012,post,0.401658,0.256027,,0.11422,,,,
youth_centre_members,2013,post,0.322502,0.224972,0.168353,0.100522,0.085875,0.082478,0.0,0.510088
youth_centre_members,2014,post,0.321882,0.224927,0.167738,0.100453,0.085906,0.081832,0.0,0.512143
youth_centre_members,2015,post,0.283086,0.214051,0.132276,0.095945,0.081766,0.05051,0.0,0.618144
youth_centre_members,2016,post,0.25617,0.175345,0.104592,0.05291,0.056757,0.047834,0.0,0.542654
youth_centre_members,2017,post,0.346078,0.2403,0.198025,0.111282,0.101705,0.09632,0.0,0.513596
youth_centre_members,2018,post,0.293309,0.228648,0.146239,0.104192,0.081096,0.065143,0.0,0.554545
youth_centre_members,2019,post,0.279549,0.20856,0.135786,0.086956,0.066897,0.068888,0.0,0.492669
youth_centre_members,2020,post,0.281504,0.191163,0.137346,0.092134,0.070066,0.06728,0.0,0.510144
youth_centre_members,2021,post,0.294651,0.197701,0.135038,0.083925,0.069593,0.065445,0.0,0.51536
youth_centre_members,2022,post,0.325624,0.187444,0.168314,0.066696,0.063199,0.105115,0.0,0.375484
youth_centre_members,2023,post,0.189531,0.149096,0.060602,0.041695,0.026477,0.034125,0.0,0.4369
youth_centres,2007,pre,0.219633,0.173366,0.077539,0.055426,0.042678,0.034861,0.0,0.550406
youth_centres,2008,pre,0.211897,0.172932,0.071609,0.056695,0.041654,0.029955,0.0,0.58169
youth_centres,2009,pre,0.219734,0.176826,0.078044,0.059534,0.04407,0.033974,0.0,0.564686
youth_centres,2010,pre,0.221774,0.179724,0.079056,0.060778,0.0449,0.034156,0.0,0.567957
youth_centres,2011,post,0.225106,0.179827,0.082539,0.061474,0.044271,0.038268,0.0,0.536367
youth_centres,2012,post,0.222529,0.170347,0.078963,0.058746,0.038,0.040963,0.0,0.481241
youth_centres,2013,post,0.221875,0.169643,0.078774,0.058803,0.037705,0.041069,0.0,0.478649
youth_centres,2014,post,0.205737,0.150423,0.068617,0.046345,0.028417,0.0402,0.0,0.414145
youth_centres,2015,post,0.209862,0.152905,0.070332,0.04863,0.030842,0.039489,0.0,0.438529
youth_centres,2016,post,0.211826,0.148845,0.071583,0.045854,0.028654,0.042928,0.0,0.400297
youth_centres,2017,post,0.206384,0.152882,0.068819,0.044535,0.026655,0.042164,0.0,0.387315
youth_centres,2018,post,0.203276,0.153592,0.066644,0.044973,0.026349,0.040294,0.0,0.395377
youth_centres,2019,post,0.199737,0.144904,0.064664,0.040674,0.023357,0.041307,0.0,0.361211
youth_centres,2020,post,0.196937,0.147334,0.062572,0.04185,0.023754,0.038818,0.0,0.379627
youth_centres,2021,post,0.197946,0.144881,0.063268,0.040966,0.02373,0.039539,0.0,0.375063
youth_centres,2022,post,0.200094,0.146893,0.064853,0.042338,0.024714,0.040138,0.0,0.381085
youth_centres,2023,post,0.194054,0.145265,0.061863,0.040978,0.023396,0.038467,0.0,0.378191
youth_complexes,2014,post,0.398333,0.182857,,0.06173,,,,
youth_complexes,2015,post,0.416667,0.186813,,0.057688,,,,
youth_complexes,2016,post,0.381173,0.179894,,0.05252,,,,
youth_complexes,2021,post,0.246212,0.147186,,0.035781,,,,
youth_complexes,2022,post,0.246212,0.147186,,0.035781,,,,
youth_complexes,2023,post,0.246429,0.114286,,0.022043,,,,
