wave,geography_level,geography,milieu,subgroup_type,subgroup,indicator,value,unit,basis,methodology,source_key,source_table
2021,national,Tunisia,all,head socio-professional category,other inactive,poverty_contribution_relative,20.5,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",poverty_contribution_relative,2.8,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,retired,poverty_contribution_relative,6.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,poverty_contribution_relative,3.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,unemployed,poverty_contribution_relative,7.0,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2005,national,Tunisia,all,,,poverty_line,897.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2005,national,Tunisia,rural,,,poverty_line,798.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2005,national,Tunisia,urban,,,poverty_line,949.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,all,,,poverty_line,1206.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,rural,,,poverty_line,1070.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,urban,,,poverty_line,1275.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,all,,,poverty_line,1706.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,rural,,,poverty_line,1501.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,urban,,,poverty_line,1801.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,all,,,poverty_line,2536.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,rural,,,poverty_line,2224.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,urban,,,poverty_line,2683.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
1995,national,Tunisia,all,,,poverty_rate,6.2,percent,published,pre-2011,ebcnv2005_vol1,"text, p.24"
2000,national,Tunisia,all,,,poverty_rate,4.2,percent,published,pre-2011,ebcnv2005_vol1,"text, p.24"
2005,national,Tunisia,all,,,poverty_rate,23.1,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,national,Tunisia,all,,,poverty_rate,3.8,percent,published,pre-2011,ebcnv2005_vol1,"text, p.24"
2005,national,Tunisia,rural,,,poverty_rate,38.8,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,national,Tunisia,urban,,,poverty_rate,14.8,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,region,Centre East,all,,,poverty_rate,12.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,Centre West,all,,,poverty_rate,49.7,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,Grand Tunis,all,,,poverty_rate,12.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,North East,all,,,poverty_rate,21.8,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,North West,all,,,poverty_rate,29.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,South East,all,,,poverty_rate,24.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,South West,all,,,poverty_rate,32.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,national,Tunisia,all,,,poverty_rate,20.5,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,national,Tunisia,rural,,,poverty_rate,36.0,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,national,Tunisia,urban,,,poverty_rate,12.6,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,region,Centre East,all,,,poverty_rate,11.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,Centre West,all,,,poverty_rate,42.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,Grand Tunis,all,,,poverty_rate,11.1,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,North East,all,,,poverty_rate,15.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,North West,all,,,poverty_rate,36.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,South East,all,,,poverty_rate,20.7,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,South West,all,,,poverty_rate,25.9,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,national,Tunisia,all,,,poverty_rate,15.2,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,national,Tunisia,rural,,,poverty_rate,26.0,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,national,Tunisia,urban,,,poverty_rate,10.1,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,region,Centre East,all,,,poverty_rate,11.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,Centre West,all,,,poverty_rate,30.8,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,Grand Tunis,all,,,poverty_rate,5.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,North East,all,,,poverty_rate,11.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,North West,all,,,poverty_rate,28.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,South East,all,,,poverty_rate,18.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,South West,all,,,poverty_rate,17.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2019,national,Tunisia,all,,,poverty_rate,13.8,percent,published,"revised (2011), modelled from 2018-19 follow-up panel",ebcnv2021_note,"text, p.10"
2021,national,Tunisia,all,,,poverty_rate,16.6,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,all,,,poverty_rate,16.59378763434349,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,poverty_rate,5.1,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,higher,poverty_rate,5.116923316581951,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,poverty_rate,23.5,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,none,poverty_rate,23.52141518169927,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,poverty_rate,20.3,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,primary,poverty_rate,20.322681424511043,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,poverty_rate,11.7,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,secondary,poverty_rate,11.705240516653351,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,poverty_rate,31.9,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,agricultural workers,poverty_rate,31.936000119768,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",poverty_rate,5.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",poverty_rate,5.095740857237324,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,poverty_rate,22.8,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,farm operators,poverty_rate,22.77798325965558,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,poverty_rate,7.8,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,poverty_rate,7.815011979414031,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,poverty_rate,24.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,poverty_rate,24.396774584625025,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,poverty_rate,14.3,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other employees,poverty_rate,14.315085009903708,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,poverty_rate,21.6,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other inactive,poverty_rate,21.63269393930898,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",poverty_rate,11.3,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",poverty_rate,11.263899527319731,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,poverty_rate,5.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,retired,poverty_rate,5.371396818896089,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,poverty_rate,6.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,poverty_rate,6.238313879986165,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,poverty_rate,41.3,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,unemployed,poverty_rate,41.25429692971701,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,poverty_rate,24.8,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,rural,,,poverty_rate,24.77943705874145,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,poverty_rate,12.7,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,urban,,,poverty_rate,12.735191348427108,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,poverty_rate,13.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,Centre East,all,,,poverty_rate,13.160539990364484,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,poverty_rate,15.025286220534252,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,poverty_rate,12.461172836487355,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,poverty_rate,37.0,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,Centre West,all,,,poverty_rate,37.035347610340814,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,poverty_rate,39.92953869681271,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,poverty_rate,31.730845175312073,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,poverty_rate,4.7,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,Grand Tunis,all,,,poverty_rate,4.726731681278822,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,poverty_rate,6.749407865395164,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,poverty_rate,4.540154946737991,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,poverty_rate,15.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,North East,all,,,poverty_rate,15.151541518418526,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,poverty_rate,21.71665889713026,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,poverty_rate,11.498641253147762,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,poverty_rate,22.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,North West,all,,,poverty_rate,22.495997349971365,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,poverty_rate,24.1491485609916,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,poverty_rate,20.19602948739398,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,poverty_rate,23.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,South East,all,,,poverty_rate,23.222035313853215,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,poverty_rate,27.4454486490469,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,poverty_rate,21.673379377524327,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,poverty_rate,18.1,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,South West,all,,,poverty_rate,18.134235968849012,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,poverty_rate,17.14799627533928,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,poverty_rate,18.5963279252421,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
