wave,geography_level,geography,milieu,subgroup_type,subgroup,indicator,value,unit,basis,methodology,source_key,source_table
2021,national,Tunisia,all,COICOP function,2,expenditure_pc_by_function,183.06743109846212,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,3,expenditure_pc_by_function,635.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,3,expenditure_pc_by_function,634.8740150892157,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,4,expenditure_pc_by_function,1307.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,4,expenditure_pc_by_function,1306.9941646762015,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,5,expenditure_pc_by_function,191.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,5,expenditure_pc_by_function,191.3674932615157,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,6,expenditure_pc_by_function,609.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,6,expenditure_pc_by_function,609.007504953494,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,7,expenditure_pc_by_function,375.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,7,expenditure_pc_by_function,375.38437303115865,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,8,expenditure_pc_by_function,224.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,8,expenditure_pc_by_function,223.87318789092848,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
2021,national,Tunisia,all,COICOP function,9,expenditure_pc_by_function,46.0,DT per year,published,,ebcnv2021_note,Tableau 4
2021,national,Tunisia,all,COICOP function,9,expenditure_pc_by_function,46.112219189906,DT per year,recomputed,revised (2011),ebcnv2021_depenses,produit2021_plus.dta
1985,national,Tunisia,all,,,expenditure_pc_mean,471.0,DT per year,published,,ebcnv2005_vol1,"chart, p.17"
1990,national,Tunisia,all,,,expenditure_pc_mean,716.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1990,national,Tunisia,rural,,,expenditure_pc_mean,460.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1990,national,Tunisia,urban,,,expenditure_pc_mean,890.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1990,region,Centre East,all,,,expenditure_pc_mean,806.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,Centre West,all,,,expenditure_pc_mean,502.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,Grand Tunis,all,,,expenditure_pc_mean,1007.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,North East,all,,,expenditure_pc_mean,760.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,North West,all,,,expenditure_pc_mean,501.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,South East,all,,,expenditure_pc_mean,600.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1990,region,South West,all,,,expenditure_pc_mean,521.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,national,Tunisia,all,,,expenditure_pc_mean,966.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1995,national,Tunisia,rural,,,expenditure_pc_mean,581.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1995,national,Tunisia,urban,,,expenditure_pc_mean,1209.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
1995,region,Centre East,all,,,expenditure_pc_mean,1275.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,Centre West,all,,,expenditure_pc_mean,586.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,Grand Tunis,all,,,expenditure_pc_mean,1289.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,North East,all,,,expenditure_pc_mean,958.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,North West,all,,,expenditure_pc_mean,677.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,South East,all,,,expenditure_pc_mean,739.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
1995,region,South West,all,,,expenditure_pc_mean,711.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,national,Tunisia,all,,,expenditure_pc_mean,1329.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2000,national,Tunisia,rural,,,expenditure_pc_mean,864.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2000,national,Tunisia,urban,,,expenditure_pc_mean,1604.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2000,region,Centre East,all,,,expenditure_pc_mean,1594.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,Centre West,all,,,expenditure_pc_mean,909.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,Grand Tunis,all,,,expenditure_pc_mean,1761.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,North East,all,,,expenditure_pc_mean,1190.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,North West,all,,,expenditure_pc_mean,1103.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,South East,all,,,expenditure_pc_mean,1097.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2000,region,South West,all,,,expenditure_pc_mean,1017.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,national,Tunisia,all,,,expenditure_pc_mean,1820.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2005,national,Tunisia,rural,,,expenditure_pc_mean,1161.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2005,national,Tunisia,urban,,,expenditure_pc_mean,2171.0,DT per year,published,,ebcnv2005_vol1,Jadwal 2
2005,region,Centre East,all,,,expenditure_pc_mean,2084.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,Centre East,rural,,,expenditure_pc_mean,1411.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,Centre East,urban,,,expenditure_pc_mean,2344.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,Centre West,all,,,expenditure_pc_mean,1138.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,Centre West,rural,,,expenditure_pc_mean,890.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,Centre West,urban,,,expenditure_pc_mean,1652.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,Grand Tunis,all,,,expenditure_pc_mean,2390.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,Grand Tunis,rural,,,expenditure_pc_mean,1386.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,Grand Tunis,urban,,,expenditure_pc_mean,2475.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,North East,all,,,expenditure_pc_mean,1613.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,North East,rural,,,expenditure_pc_mean,1189.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,North East,urban,,,expenditure_pc_mean,1884.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,North West,all,,,expenditure_pc_mean,1416.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,North West,rural,,,expenditure_pc_mean,1162.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,North West,urban,,,expenditure_pc_mean,1841.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,South East,all,,,expenditure_pc_mean,1826.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,South East,rural,,,expenditure_pc_mean,1424.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,South East,urban,,,expenditure_pc_mean,1989.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,South West,all,,,expenditure_pc_mean,1466.0,DT per year,published,,ebcnv2005_vol1,Jadwal 3
2005,region,South West,rural,,,expenditure_pc_mean,965.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2005,region,South West,urban,,,expenditure_pc_mean,1702.0,DT per year,published,,ebcnv2005_vol1,Jadwal 4
2015,national,Tunisia,all,,,expenditure_pc_mean,3871.0,DT per year,published,,ebcnv2021_note,Tableau 1
2015,national,Tunisia,all,expenditure quintile,Quintile 1,expenditure_pc_mean,1392.0,DT per year,published,,ebcnv2021_note,Tableau 3
2015,national,Tunisia,all,expenditure quintile,Quintile 2,expenditure_pc_mean,2228.0,DT per year,published,,ebcnv2021_note,Tableau 3
2015,national,Tunisia,all,expenditure quintile,Quintile 3,expenditure_pc_mean,3014.0,DT per year,published,,ebcnv2021_note,Tableau 3
2015,national,Tunisia,all,expenditure quintile,Quintile 4,expenditure_pc_mean,4176.0,DT per year,published,,ebcnv2021_note,Tableau 3
2015,national,Tunisia,all,expenditure quintile,Quintile 5,expenditure_pc_mean,8548.0,DT per year,published,,ebcnv2021_note,Tableau 3
2015,national,Tunisia,rural,,,expenditure_pc_mean,2585.0,DT per year,published,,ebcnv2021_note,Tableau 1
2015,national,Tunisia,urban,,,expenditure_pc_mean,4465.0,DT per year,published,,ebcnv2021_note,Tableau 1
2015,region,Centre East,all,,,expenditure_pc_mean,4309.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,Centre West,all,,,expenditure_pc_mean,2466.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,Grand Tunis,all,,,expenditure_pc_mean,5312.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,North East,all,,,expenditure_pc_mean,3440.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,North West,all,,,expenditure_pc_mean,2696.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,South East,all,,,expenditure_pc_mean,3250.0,DT per year,published,,ebcnv2021_note,Tableau 2
2015,region,South West,all,,,expenditure_pc_mean,3077.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,national,Tunisia,all,,,expenditure_pc_mean,5468.0,DT per year,published,,ebcnv2021_note,Tableau 1
2021,national,Tunisia,all,,,expenditure_pc_mean,5468.349800343091,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,expenditure quintile,Quintile 1,expenditure_pc_mean,2014.0,DT per year,published,,ebcnv2021_note,Tableau 3
2021,national,Tunisia,all,expenditure quintile,Quintile 2,expenditure_pc_mean,3258.0,DT per year,published,,ebcnv2021_note,Tableau 3
2021,national,Tunisia,all,expenditure quintile,Quintile 3,expenditure_pc_mean,4382.0,DT per year,published,,ebcnv2021_note,Tableau 3
2021,national,Tunisia,all,expenditure quintile,Quintile 4,expenditure_pc_mean,5921.0,DT per year,published,,ebcnv2021_note,Tableau 3
2021,national,Tunisia,all,expenditure quintile,Quintile 5,expenditure_pc_mean,11767.0,DT per year,published,,ebcnv2021_note,Tableau 3
2021,national,Tunisia,all,head education,higher,expenditure_pc_mean,8651.085337980066,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,expenditure_pc_mean,4479.424147211801,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,expenditure_pc_mean,4675.226078471737,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,expenditure_pc_mean,6017.357073991844,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,expenditure_pc_mean,3472.1121993949923,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",expenditure_pc_mean,6120.263807001674,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,expenditure_pc_mean,4617.189915843399,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,expenditure_pc_mean,6462.328095137947,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,expenditure_pc_mean,4147.989989036846,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,expenditure_pc_mean,5563.415753723321,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,expenditure_pc_mean,5032.187558758497,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",expenditure_pc_mean,5051.590354017492,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,expenditure_pc_mean,6849.0469873986585,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,expenditure_pc_mean,7992.82542169012,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,expenditure_pc_mean,3850.7602150166344,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,expenditure_pc_mean,4041.0,DT per year,published,,ebcnv2021_note,Tableau 1
2021,national,Tunisia,rural,,,expenditure_pc_mean,4041.2509396869395,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,expenditure_pc_mean,6141.0,DT per year,published,,ebcnv2021_note,Tableau 1
2021,national,Tunisia,urban,,,expenditure_pc_mean,6141.063482283888,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,expenditure_pc_mean,6130.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,Centre East,all,,,expenditure_pc_mean,6129.936427327479,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,expenditure_pc_mean,4652.058645638277,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,expenditure_pc_mean,6684.209797738917,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,expenditure_pc_mean,3614.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,Centre West,all,,,expenditure_pc_mean,3614.069608796669,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,expenditure_pc_mean,3278.619298031362,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,expenditure_pc_mean,4228.886300964308,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,expenditure_pc_mean,6874.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,Grand Tunis,all,,,expenditure_pc_mean,6874.399643786164,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,expenditure_pc_mean,4840.618645109389,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,expenditure_pc_mean,7062.0007143302755,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,expenditure_pc_mean,5057.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,North East,all,,,expenditure_pc_mean,5056.570743067622,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,expenditure_pc_mean,4129.924808468377,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,expenditure_pc_mean,5572.166273969444,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,expenditure_pc_mean,4493.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,North West,all,,,expenditure_pc_mean,4493.434593313379,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,expenditure_pc_mean,4087.198648567678,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,expenditure_pc_mean,5058.615570897553,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,expenditure_pc_mean,4675.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,South East,all,,,expenditure_pc_mean,4675.170921454271,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,expenditure_pc_mean,3729.75816961305,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,expenditure_pc_mean,5021.838167641007,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,expenditure_pc_mean,4847.0,DT per year,published,,ebcnv2021_note,Tableau 2
2021,region,South West,all,,,expenditure_pc_mean,4846.727904256693,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,expenditure_pc_mean,4493.32899068335,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,expenditure_pc_mean,5012.309148283847,DT per year,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2015,national,Tunisia,all,,,expenditure_share,100.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre East,all,,,expenditure_share,26.8,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre West,all,,,expenditure_share,8.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Grand Tunis,all,,,expenditure_share,33.7,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North East,all,,,expenditure_share,12.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North West,all,,,expenditure_share,7.1,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South East,all,,,expenditure_share,7.9,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South West,all,,,expenditure_share,4.6,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,national,Tunisia,all,,,expenditure_share,100.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre East,all,,,expenditure_share,26.8,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre West,all,,,expenditure_share,8.6,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Grand Tunis,all,,,expenditure_share,30.7,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North East,all,,,expenditure_share,13.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North West,all,,,expenditure_share,8.3,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South East,all,,,expenditure_share,7.8,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South West,all,,,expenditure_share,4.8,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2005,national,Tunisia,all,,,extreme_poverty_line,546.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2005,national,Tunisia,rural,,,extreme_poverty_line,506.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2005,national,Tunisia,urban,,,extreme_poverty_line,567.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,all,,,extreme_poverty_line,733.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,rural,,,extreme_poverty_line,679.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2010,national,Tunisia,urban,,,extreme_poverty_line,761.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,all,,,extreme_poverty_line,1032.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,rural,,,extreme_poverty_line,952.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2015,national,Tunisia,urban,,,extreme_poverty_line,1070.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,all,,,extreme_poverty_line,1471.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,rural,,,extreme_poverty_line,1347.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2021,national,Tunisia,urban,,,extreme_poverty_line,1529.0,DT per person per year,published,revised (2011),ebcnv2021_note,Tableau 5
2005,national,Tunisia,all,,,extreme_poverty_rate,7.4,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,national,Tunisia,rural,,,extreme_poverty_rate,15.5,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,national,Tunisia,urban,,,extreme_poverty_rate,3.0,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2005,region,Centre East,all,,,extreme_poverty_rate,2.7,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,Centre West,all,,,extreme_poverty_rate,25.0,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,Grand Tunis,all,,,extreme_poverty_rate,1.8,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,North East,all,,,extreme_poverty_rate,4.9,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,North West,all,,,extreme_poverty_rate,8.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,South East,all,,,extreme_poverty_rate,6.9,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2005,region,South West,all,,,extreme_poverty_rate,10.8,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,national,Tunisia,all,,,extreme_poverty_rate,6.0,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,national,Tunisia,rural,,,extreme_poverty_rate,13.6,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,national,Tunisia,urban,,,extreme_poverty_rate,2.1,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2010,region,Centre East,all,,,extreme_poverty_rate,2.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,Centre West,all,,,extreme_poverty_rate,17.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,Grand Tunis,all,,,extreme_poverty_rate,1.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,North East,all,,,extreme_poverty_rate,3.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,North West,all,,,extreme_poverty_rate,12.5,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,South East,all,,,extreme_poverty_rate,6.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2010,region,South West,all,,,extreme_poverty_rate,7.7,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,national,Tunisia,all,,,extreme_poverty_rate,2.9,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,national,Tunisia,rural,,,extreme_poverty_rate,6.6,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,national,Tunisia,urban,,,extreme_poverty_rate,1.2,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2015,region,Centre East,all,,,extreme_poverty_rate,1.9,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,Centre West,all,,,extreme_poverty_rate,8.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,Grand Tunis,all,,,extreme_poverty_rate,0.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,North East,all,,,extreme_poverty_rate,1.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,North West,all,,,extreme_poverty_rate,6.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,South East,all,,,extreme_poverty_rate,3.0,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2015,region,South West,all,,,extreme_poverty_rate,2.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,national,Tunisia,all,,,extreme_poverty_rate,2.9,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,all,,,extreme_poverty_rate,2.8670689356622945,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,extreme_poverty_rate,0.8521712785002504,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,extreme_poverty_rate,4.9263959018250345,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,extreme_poverty_rate,3.3612594664819495,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,extreme_poverty_rate,1.8251052681349411,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,extreme_poverty_rate,8.759033088932611,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",extreme_poverty_rate,1.1718483685791312,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,extreme_poverty_rate,4.464550740232025,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,extreme_poverty_rate,1.994692883044399,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,extreme_poverty_rate,3.703859362297953,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,extreme_poverty_rate,2.048715467949127,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,extreme_poverty_rate,5.003070398240953,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",extreme_poverty_rate,0.5930387927223697,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,extreme_poverty_rate,0.6402025695209329,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,extreme_poverty_rate,0.4668950538334259,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,extreme_poverty_rate,7.120987328839587,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,extreme_poverty_rate,5.3,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,rural,,,extreme_poverty_rate,5.319259024333534,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,extreme_poverty_rate,1.7,percent,published,revised (2011),ebcnv2021_note,Tableau 6
2021,national,Tunisia,urban,,,extreme_poverty_rate,1.7111421327985483,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,extreme_poverty_rate,2.1,percent,published,revised (2011),ebcnv2021_note,Tableau 7
