governorate,year,indicator,breakdown,value,unit,n_editions,agreement,source_title
Tataouine,2003,job_placements,,571.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2004,job_placements,,761.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2005,job_placements,,560.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2006,job_placements,,643.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2007,job_placements,,655.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2008,job_placements,,630.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2009,job_placements,,615.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2010,job_placements,,595.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2011,job_placements,,279.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2012,job_placements,,569.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2013,job_placements,,473.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2014,job_placements,,590.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2015,job_placements,,481.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2016,job_placements,,306.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2017,job_placements,,379.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2018,job_placements,,1409.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2019,job_placements,,1487.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2020,job_placements,,428.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2021,job_placements,,416.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2022,job_placements,,611.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2023,job_placements,,622.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,1995,job_placements,,2374.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,1996,job_placements,,1082.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,1997,job_placements,,320.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,1998,job_placements,,727.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,1999,job_placements,,1114.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2000,job_placements,,1029.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2001,job_placements,,1382.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2002,job_placements,,1631.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2003,job_placements,,1617.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2004,job_placements,,1935.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2005,job_placements,,1904.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2006,job_placements,,2125.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2007,job_placements,,2287.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2008,job_placements,,2322.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2009,job_placements,,2289.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2010,job_placements,,1923.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2011,job_placements,,148.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2012,job_placements,,187.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2013,job_placements,,337.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2014,job_placements,,259.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2015,job_placements,,614.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2016,job_placements,,445.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2017,job_placements,,355.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2018,job_placements,,817.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2019,job_placements,,906.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2020,job_placements,,520.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2021,job_placements,,420.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2022,job_placements,,687.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tozeur,2023,job_placements,,1040.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tunis,1995,job_placements,,6368.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tunis,1996,job_placements,,4824.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tunis,1997,job_placements,,4525.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tunis,1998,job_placements,,7291.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,1999,job_placements,,5991.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2000,job_placements,,5977.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2001,job_placements,,7612.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2002,job_placements,,7735.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2003,job_placements,,8986.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2004,job_placements,,9951.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2005,job_placements,,11149.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2006,job_placements,,11597.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2007,job_placements,,11094.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2008,job_placements,,12999.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2009,job_placements,,13916.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2010,job_placements,,11691.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2011,job_placements,,5861.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tunis,2012,job_placements,,7583.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
