governorate,year,indicator,breakdown,value,unit,n_editions,agreement,source_title
Sidi Bouzid,2023,population_female,30-34,17.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Sidi Bouzid,2023,population_female,35-39,18.6,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Sidi Bouzid,2023,population_female,40-44,17.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Sidi Bouzid,2023,population_female,45-49,14.9,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,50-54,12.3,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,55-59,11.6,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,60-64,10.3,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,65-69,7.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,70-74,6.4,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,75-79,4.4,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sidi Bouzid,2023,population_female,80+,4.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2007,population_female,00-04,8.5,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,05-09,9.0,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,10-14,10.6,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,15-19,12.0,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,20-24,12.0,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,25-29,10.5,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,30-34,9.2,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,35-39,7.8,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,40-44,7.8,thousands,1,single source,estimation de la population par
Siliana,2007,population_female,45-49,6.5,thousands,2,revised,estimation de la population par
Siliana,2007,population_female,50-54,6.2,thousands,2,revised,estimation de la population par
Siliana,2007,population_female,60-64,3.3,thousands,2,revised,estimation de la population par
Siliana,2007,population_female,65-69,3.2,thousands,2,revised,estimation de la population par
Siliana,2007,population_female,70-74,3.0,thousands,2,confirmed,estimation de la population par
Siliana,2007,population_female,75-79,2.0,thousands,2,revised,estimation de la population par
Siliana,2007,population_female,80+,1.4,thousands,2,confirmed,estimation de la population par
Siliana,2008,population_female,00-04,8.6,thousands,2,revised,estimation de la population par
Siliana,2008,population_female,05-09,8.6,thousands,2,revised,estimation de la population par
Siliana,2008,population_female,20-24,11.8,thousands,2,confirmed,estimation de la population par
Siliana,2008,population_female,25-29,10.8,thousands,2,revised,estimation de la population par
Siliana,2008,population_female,40-44,7.9,thousands,2,revised,estimation de la population par
Siliana,2010,population_female,00-04,9.1,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,05-09,9.1,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,10-14,9.7,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,15-19,11.1,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,20-24,9.9,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,25-29,9.7,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,30-34,9.4,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,35-39,7.9,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,40-44,8.2,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,45-49,7.3,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,50-54,7.0,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,55-59,5.9,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,60-64,4.2,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,65-69,3.1,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,70-74,3.3,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,75-79,2.2,thousands,1,single source,estimation de la population par
Siliana,2010,population_female,80+,1.7,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,00-04,9.1,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,05-09,9.1,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,10-14,9.4,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,15-19,10.5,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,20-24,9.6,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,25-29,9.7,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,30-34,9.5,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,35-39,8.0,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,40-44,8.1,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,45-49,7.4,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,50-54,7.1,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,55-59,6.2,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,60-64,4.4,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,65-69,3.2,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,70-74,3.2,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,75-79,2.4,thousands,1,single source,estimation de la population par
Siliana,2011,population_female,80+,1.7,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,00-04,9.1,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,05-09,8.9,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,10-14,9.0,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,15-19,9.8,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,20-24,9.0,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,25-29,9.5,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,30-34,9.4,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,35-39,8.1,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,40-44,7.9,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,45-49,7.4,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,50-54,7.0,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,55-59,6.3,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,60-64,4.5,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,65-69,3.2,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,70-74,3.1,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,75-79,2.5,thousands,1,single source,estimation de la population par
Siliana,2012,population_female,80+,1.7,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,05-09,8.5,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,10-14,8.0,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,15-19,9.2,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,20-24,8.6,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,25-29,8.3,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,30-34,8.9,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,35-39,8.6,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,40-44,7.2,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,45-49,7.2,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,50-54,6.8,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,55-59,6.0,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,60-64,5.2,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,65-69,3.1,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,70-74,2.7,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,75-79,2.5,thousands,1,single source,estimation de la population par
Siliana,2014,population_female,80+,3.4,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,00-04,9.4,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,05-09,8.5,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,10-14,8.1,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,15-19,9.3,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,20-24,8.7,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,25-29,8.4,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,30-34,9.0,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,35-39,8.6,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,40-44,7.2,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,45-49,7.3,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,50-54,6.8,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,55-59,6.0,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,60-64,5.2,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,65-69,3.1,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,70-74,2.7,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,75-79,2.5,thousands,1,single source,estimation de la population par
Siliana,2015,population_female,80+,3.5,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,00-04,10.0,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,05-09,8.7,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,10-14,8.0,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,15-19,8.7,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,20-24,8.1,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,25-29,8.1,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,30-34,8.8,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,35-39,9.2,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,40-44,7.3,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,45-49,7.2,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,50-54,6.9,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,55-59,6.4,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,60-64,5.6,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,65-69,3.6,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,70-74,2.7,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,75-79,2.6,thousands,1,single source,estimation de la population par
Siliana,2016,population_female,80+,3.5,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,00-04,10.2,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,05-09,8.8,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,10-14,8.0,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,15-19,8.5,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,20-24,7.7,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,25-29,8.0,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,30-34,8.6,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,35-39,9.5,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,40-44,7.4,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,45-49,7.2,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,50-54,6.9,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,55-59,6.6,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,60-64,5.7,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,65-69,3.9,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,70-74,2.6,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,75-79,2.6,thousands,1,single source,estimation de la population par
Siliana,2017,population_female,80+,3.6,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,00-04,10.3,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,05-09,8.9,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,10-14,8.1,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,15-19,8.3,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,20-24,7.4,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,25-29,7.8,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,30-34,8.3,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,35-39,9.7,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,40-44,7.5,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,45-49,7.2,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,50-54,6.9,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,55-59,6.7,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,60-64,5.8,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,65-69,4.2,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,70-74,2.7,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,75-79,2.7,thousands,1,single source,estimation de la population par
Siliana,2018,population_female,80+,3.6,thousands,1,single source,estimation de la population par
Siliana,2019,population_female,00-04,10.4,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,05-09,9.1,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,10-14,8.1,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,15-19,8.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,20-24,7.1,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,25-29,7.6,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,30-34,8.1,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,35-39,9.8,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,40-44,7.7,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2019,population_female,45-49,7.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,50-54,6.9,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,55-59,6.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,60-64,6.0,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,65-69,4.4,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,70-74,2.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,75-79,2.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2019,population_female,80+,3.6,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,00-04,9.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,05-09,9.8,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,10-14,9.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,15-19,8.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,20-24,6.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,25-29,7.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,30-34,7.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,35-39,8.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,40-44,8.3,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2020,population_female,45-49,7.5,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,50-54,6.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,55-59,7.0,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,60-64,6.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,65-69,4.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,70-74,3.3,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,75-79,2.6,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2020,population_female,80+,3.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,00-04,8.7,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,05-09,9.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,10-14,9.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,15-19,8.2,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,20-24,6.7,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,25-29,7.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,30-34,7.7,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,35-39,8.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,40-44,8.4,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2021,population_female,45-49,7.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,50-54,6.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,55-59,7.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,60-64,6.3,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,65-69,5.0,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,70-74,3.5,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,75-79,2.6,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2021,population_female,80+,3.1,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,00-04,8.1,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,05-09,10.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,10-14,9.4,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,15-19,8.3,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,20-24,6.6,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,25-29,6.8,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,30-34,7.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,35-39,9.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,40-44,8.4,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2022,population_female,45-49,8.0,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,50-54,6.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,55-59,7.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,60-64,6.4,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,65-69,5.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,70-74,3.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,75-79,2.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2022,population_female,80+,3.0,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,00-04,7.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,05-09,10.0,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,10-14,9.7,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,15-19,8.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,20-24,6.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,25-29,6.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,30-34,7.4,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,35-39,8.9,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,40-44,8.5,thousands,1,single source,estimation de la population par groupe d age genre et gouvernorat 3.1
Siliana,2023,population_female,45-49,8.1,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,50-54,6.9,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,55-59,7.2,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,60-64,6.7,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,65-69,5.3,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,70-74,4.1,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,75-79,2.8,thousands,1,single source,estimation de la population par groupe d age genre et 3
Siliana,2023,population_female,80+,2.9,thousands,1,single source,estimation de la population par groupe d age genre et 3
Sousse,2007,population_female,00-04,26.0,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,05-09,22.0,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,10-14,24.0,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,15-19,27.5,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,20-24,29.6,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,25-29,28.9,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,30-34,24.9,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,35-39,20.1,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,40-44,19.1,thousands,1,single source,estimation de la population par
Sousse,2007,population_female,65-69,6.4,thousands,2,revised,estimation de la population par
Sousse,2007,population_female,80+,3.2,thousands,2,revised,estimation de la population par
Sousse,2008,population_female,20-24,29.6,thousands,2,confirmed,estimation de la population par
Sousse,2010,population_female,00-04,23.6,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,05-09,22.1,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,10-14,23.1,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,15-19,25.6,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,20-24,30.7,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,25-29,29.6,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,30-34,26.5,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,35-39,22.7,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,40-44,19.3,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,45-49,17.8,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,50-54,16.0,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,55-59,10.4,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,60-64,9.5,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,65-69,6.6,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,70-74,4.8,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,75-79,2.9,thousands,1,single source,estimation de la population par
Sousse,2010,population_female,80+,2.1,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,00-04,24.4,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,05-09,22.6,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,10-14,23.0,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,15-19,24.9,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,20-24,30.4,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,25-29,30.3,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,30-34,27.5,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,35-39,23.7,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,40-44,19.4,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,45-49,18.6,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,50-54,16.6,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,55-59,11.2,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,60-64,10.2,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,65-69,6.9,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,70-74,4.8,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,75-79,3.3,thousands,1,single source,estimation de la population par
Sousse,2011,population_female,80+,2.2,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,00-04,26.1,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,05-09,23.8,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,10-14,23.9,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,15-19,25.2,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,20-24,31.2,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,25-29,32.0,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,30-34,29.1,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,35-39,25.6,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,40-44,20.2,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,45-49,19.9,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,50-54,17.8,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,55-59,12.4,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,60-64,11.2,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,65-69,7.4,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,70-74,5.0,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,75-79,3.7,thousands,1,single source,estimation de la population par
Sousse,2012,population_female,80+,2.4,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,05-09,25.6,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,10-14,23.9,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,15-19,24.8,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,20-24,30.7,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,25-29,32.6,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,30-34,31.0,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,35-39,26.2,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,40-44,22.8,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,45-49,20.5,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,50-54,18.1,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,55-59,16.4,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,60-64,12.1,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,65-69,7.3,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,70-74,5.8,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,75-79,4.3,thousands,1,single source,estimation de la population par
Sousse,2014,population_female,80+,5.5,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,00-04,29.9,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,05-09,26.1,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,10-14,24.4,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,15-19,25.3,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,20-24,31.3,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,25-29,33.3,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,30-34,31.6,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,35-39,26.8,thousands,1,single source,estimation de la population par
Sousse,2015,population_female,40-44,23.3,thousands,1,single source,estimation de la population par
