product_code,product_label_fr,consumption_function_code,consumption_function,consumption_function_fr
4311,Achat de terrain pour construction de logement,4,Housing and energy,Logement et énergie
4312,Dépense pour construction de logement,4,Housing and energy,Logement et énergie
4313,Achat de logement,4,Housing and energy,Logement et énergie
5111,Chambre à coucher,5,Furniture and household equipment,Meubles et équipement ménager
5112,Salle à manger,5,Furniture and household equipment,Meubles et équipement ménager
5113,Salon,5,Furniture and household equipment,Meubles et équipement ménager
5114,Bibliothèque,5,Furniture and household equipment,Meubles et équipement ménager
5115,Autres mobiliers complets,5,Furniture and household equipment,Meubles et équipement ménager
5119,Frais d’entretien et de réparation de mobilier complet,5,Furniture and household equipment,Meubles et équipement ménager
5121,"Table, maïda",5,Furniture and household equipment,Meubles et équipement ménager
5122,"Armoire, commode, étagère",5,Furniture and household equipment,Meubles et équipement ménager
5123,"Buffet, argentière",5,Furniture and household equipment,Meubles et équipement ménager
5124,Banc,5,Furniture and household equipment,Meubles et équipement ménager
5125,"Chaise, chaise longue",5,Furniture and household equipment,Meubles et équipement ménager
5126,"Fauteuil, canapé divan",5,Furniture and household equipment,Meubles et équipement ménager
5127,"Lit, sommier",5,Furniture and household equipment,Meubles et équipement ménager
5128,"Autres mobiliers séparés (porte manteau, ceintres…)",5,Furniture and household equipment,Meubles et équipement ménager
5129,Frais d’entretien et de réparation de mobilier séparés,5,Furniture and household equipment,Meubles et équipement ménager
5131,Matelas,5,Furniture and household equipment,Meubles et équipement ménager
5132,"Oreiller, cousins, traversin",5,Furniture and household equipment,Meubles et équipement ménager
5133,"Achat de laine, de mousse ou de crin (pour matelas, pour oreiller, pour traversin…)",5,Furniture and household equipment,Meubles et équipement ménager
5134,Frais de couture de matelas en laine ou en crin,5,Furniture and household equipment,Meubles et équipement ménager
5141,Lit pour Bébé,5,Furniture and household equipment,Meubles et équipement ménager
5142,Landau et berceau,5,Furniture and household equipment,Meubles et équipement ménager
5143,Poussette,5,Furniture and household equipment,Meubles et équipement ménager
5144,"Chaise pour bébé, parc et autres articles",5,Furniture and household equipment,Meubles et équipement ménager
5151,Tapis,5,Furniture and household equipment,Meubles et équipement ménager
5152,Klim et margoum,5,Furniture and household equipment,Meubles et équipement ménager
5153,Jild,5,Furniture and household equipment,Meubles et équipement ménager
5154,Natte,5,Furniture and household equipment,Meubles et équipement ménager
5155,Mousse pour revêtement du sol,5,Furniture and household equipment,Meubles et équipement ménager
5156,Moquette,5,Furniture and household equipment,Meubles et équipement ménager
5157,Papier peint,5,Furniture and household equipment,Meubles et équipement ménager
5158,"Frais de tissage de tapis, klim, margoum et frais de pose de moquette et papier peint",5,Furniture and household equipment,Meubles et équipement ménager
5161,Tableau de décor,5,Furniture and household equipment,Meubles et équipement ménager
5162,Bouquets de fleurs (naturel ou synthétique),5,Furniture and household equipment,Meubles et équipement ménager
5163,"Biblots (objet d’art décoratif en verre, en porcelaine, en bois, en marbre…)",5,Furniture and household equipment,Meubles et équipement ménager
5164,Pots et bacs à fleurs ou plantes synthétiques ou naturel,5,Furniture and household equipment,Meubles et équipement ménager
5169,Autres objets de décor (papier collant de décor…),5,Furniture and household equipment,Meubles et équipement ménager
5210,"Réfrigérateur, congélateur",5,Furniture and household equipment,Meubles et équipement ménager
5211,Lave  linge – sèche linge,5,Furniture and household equipment,Meubles et équipement ménager
5212,Lave vaisselle,5,Furniture and household equipment,Meubles et équipement ménager
5213,"Micro-onde, four electrique …",5,Furniture and household equipment,Meubles et équipement ménager
5214,"Séchoir, babilisse",5,Furniture and household equipment,Meubles et équipement ménager
5215,Cafetière électrique,5,Furniture and household equipment,Meubles et équipement ménager
5216,Fer à repasser,5,Furniture and household equipment,Meubles et équipement ménager
5217,"Batteur électrique, yaourtière, presse fruits et légumes (citron, orange, carotte, tomate…), hachoir de viande",5,Furniture and household equipment,Meubles et équipement ménager
5218,"Autres appareils électroménagers (aspirateur de moquette, moulin à café…)",5,Furniture and household equipment,Meubles et équipement ménager
5219,Accessoires et frais de réparation et d’entretien d’appareils électroménagers,5,Furniture and household equipment,Meubles et équipement ménager
5221,Cuisinière à gaz ou électrique  plaque de cuisson,5,Furniture and household equipment,Meubles et équipement ménager
5222,Primus à pétrole pour cuisine,5,Furniture and household equipment,Meubles et équipement ménager
5223,Réchaud électrique de cuisine Réchaud à gaz (pour camping),5,Furniture and household equipment,Meubles et équipement ménager
5224,Chauffe-eau( bouilloire),5,Furniture and household equipment,Meubles et équipement ménager
5225,"Foureau (en terre cuite, en métal)",5,Furniture and household equipment,Meubles et équipement ménager
5226,Aspirateur électrique de cuisine,5,Furniture and household equipment,Meubles et équipement ménager
5227,Glacière,5,Furniture and household equipment,Meubles et équipement ménager
5229,Accessoires et frais de réparation et d’entretien d’appareil de cuisine,5,Furniture and household equipment,Meubles et équipement ménager
5231,"Appareil de chauffage (électrique, à pétrole, à gaz à mazout…)",5,Furniture and household equipment,Meubles et équipement ménager
5232,Ventilateur,5,Furniture and household equipment,Meubles et équipement ménager
5233,Climatiseur,5,Furniture and household equipment,Meubles et équipement ménager
5234,"Autres articles de chauffage et de climatisation (bouillotte, éventail en vannerie…)",5,Furniture and household equipment,Meubles et équipement ménager
5239,"Dépense d’installation, d’entretien et réparation d’appareils de chauffage et de climatisation",5,Furniture and household equipment,Meubles et équipement ménager
5241,Primus d’éclairage,5,Furniture and household equipment,Meubles et équipement ménager
5242,Autres appareils d’éclairage,5,Furniture and household equipment,Meubles et équipement ménager
5243,Accessoires d’appareils d’éclairage,5,Furniture and household equipment,Meubles et équipement ménager
5249,Frais d’entretien et de réparation,5,Furniture and household equipment,Meubles et équipement ménager
5311,Service de table,5,Furniture and household equipment,Meubles et équipement ménager
5312,Service à eau,5,Furniture and household equipment,Meubles et équipement ménager
5313,Service à café,5,Furniture and household equipment,Meubles et équipement ménager
5314,Service d’ustensile en métal,5,Furniture and household equipment,Meubles et équipement ménager
5315,Cocotte minute,5,Furniture and household equipment,Meubles et équipement ménager
5319,"Autres services (de couvert, de thé, de glace…)",5,Furniture and household equipment,Meubles et équipement ménager
5321,"Ustensiles en métal  (casserole, marmite, couscoussier, cuillère, couteau, fourchette, poêle, sceau, plateau, cuvette, assiette, plat, cafetière, théière, grille…)",5,Furniture and household equipment,Meubles et équipement ménager
5322,"Ustensiles en verre  (verre à eau, verre de thé, carage, bouteille, assiette, bol, plat, marmite ou casserole type « pyrex »…)",5,Furniture and household equipment,Meubles et équipement ménager
5323,"Ustensiles en faïence et en porcelaine    (assiette, plat, tasse à café, bol…)",5,Furniture and household equipment,Meubles et équipement ménager
5324,"Ustensiles de cuisine en plastique (sceau, bol, tasse, bassin, plateau, égouttoir, sac, couffin en plastique, panier à linge, planche à repasser…)",5,Furniture and household equipment,Meubles et équipement ménager
5325,"Ustensiles en poterie (assiette, plat, gargoulette, jarre…)",5,Furniture and household equipment,Meubles et équipement ménager
5326,"Ustensiles en vannerie, en osier, en bois, en peau (couffin, tamis, cuillère, pince à linge en bois…)",5,Furniture and household equipment,Meubles et équipement ménager
5327,Ustensiles de cuisine sans spécification de matière première (tablier de cuisine ...),5,Furniture and household equipment,Meubles et équipement ménager
5329,"Autres ustensiles de cuisine  (ouvre boite, bouchon, allume gaz…)",5,Furniture and household equipment,Meubles et équipement ménager
5411,Drap et taie,5,Furniture and household equipment,Meubles et équipement ménager
5412,Couvert lit et couvre matelas,5,Furniture and household equipment,Meubles et équipement ménager
5413,"Serviette de table, nappe",5,Furniture and household equipment,Meubles et équipement ménager
5419,"Frais liés au linge de maison (frais de couture, de broderie…)",5,Furniture and household equipment,Meubles et équipement ménager
5421,"Couvertures (en laine, coton…)",5,Furniture and household equipment,Meubles et équipement ménager
5422,Achat de laine pour couverture,5,Furniture and household equipment,Meubles et équipement ménager
5423,Frais de filature et tissage,5,Furniture and household equipment,Meubles et équipement ménager
5431,"Tissus d’ameublement (pour salon, salle à manger…)",5,Furniture and household equipment,Meubles et équipement ménager
5432,Rideaux,5,Furniture and household equipment,Meubles et équipement ménager
5433,Accessoires de rideaux (tringles…),5,Furniture and household equipment,Meubles et équipement ménager
5434,Frais de couture de tapisserie et d’entretien d’ameublement,5,Furniture and household equipment,Meubles et équipement ménager
5511,"Machine à coudre, à tricoter, à broder -coffre fort-",5,Furniture and household equipment,Meubles et équipement ménager
5512,Appareils manuels et artisanaux de broderie et de tissage,5,Furniture and household equipment,Meubles et équipement ménager
5513,"Accessoires de couture et broderie (ciseaux, mètre ruban, dé, épingle, aiguille…)",5,Furniture and household equipment,Meubles et équipement ménager
5519,Frais d’entretien et de réparation des appareils de couture de tissage…,5,Furniture and household equipment,Meubles et équipement ménager
5521,"Valise, sac, mallette, cabas",5,Furniture and household equipment,Meubles et équipement ménager
5522,Autres produits de maroquinerie,5,Furniture and household equipment,Meubles et équipement ménager
5531,"Réveils, pendule",5,Furniture and household equipment,Meubles et équipement ménager
5532,Autres biens durables,5,Furniture and household equipment,Meubles et équipement ménager
5539,Frais d’entretien et de réparation d'autres biens durables,5,Furniture and household equipment,Meubles et équipement ménager
5611,Savon de ménage,5,Furniture and household equipment,Meubles et équipement ménager
5612,"Détergent (Omo, vif, nadhif, dinol…)",5,Furniture and household equipment,Meubles et équipement ménager
5613,"Eau de javel, clor pour piscine",5,Furniture and household equipment,Meubles et équipement ménager
5614,Autres désinfectant (grésil…),5,Furniture and household equipment,Meubles et équipement ménager
5615,"Insecticides (fly tox, Shell tox…)",5,Furniture and household equipment,Meubles et équipement ménager
5616,"Articles d’hygiène (balai, ventouse, frottoir, torchon, brosse, poubelle, éponge, sacs, chiffon, peau de chamois…)",5,Furniture and household equipment,Meubles et équipement ménager
5617,"Autres produits d’entretien (Ajax pour vitre, boite à cirage…)",5,Furniture and household equipment,Meubles et équipement ménager
5618,"Déodorants, encens et assimilés",5,Furniture and household equipment,Meubles et équipement ménager
5619,"Autres produits d’hygiène (papier aluminium, cellophane, serviette…)",5,Furniture and household equipment,Meubles et équipement ménager
5621,"Nettoyage à sec, teinturerie",5,Furniture and household equipment,Meubles et équipement ménager
5622,Lavage et repassage,5,Furniture and household equipment,Meubles et équipement ménager
5623,"Autres service d'entretien des chaussures, des tapis, tapisseries…",5,Furniture and household equipment,Meubles et équipement ménager
6111,"Consultation dans un établissement public (hôpital, centre de maternité, dispensaire, polyclinique de la CNSS)",6,Health and personal hygiene,Hygiène et soins
6112,Consultation dans un clinique ou cabinet privé,6,Health and personal hygiene,Hygiène et soins
6119,Consultation sans indications,6,Health and personal hygiene,Hygiène et soins
6121,Soins  dentaires dans un établissement public,6,Health and personal hygiene,Hygiène et soins
6122,Soins  dentaires dans un clinique ou cabinet privé,6,Health and personal hygiene,Hygiène et soins
6129,Soins  dentaires sans autre indication,6,Health and personal hygiene,Hygiène et soins
6131,"Services de laboratoire, d'analyses médicales et de rdiologie dans un établissement public",6,Health and personal hygiene,Hygiène et soins
6132,"Services de laboratoire, d'analyses médicales et de radiologie dans un établissement privé",6,Health and personal hygiene,Hygiène et soins
6133,"Services de laboratoire, d'analyses médicales et de radiologie sans indication de l’établissement",6,Health and personal hygiene,Hygiène et soins
6134,"Frais d'infirmerie (injection de piqûre, soin de plaie …)",6,Health and personal hygiene,Hygiène et soins
6135,"Frais de kinésithérapie, d'orthophonistes …",6,Health and personal hygiene,Hygiène et soins
6136,"Frais d'analyse, de radiologie et chimiothérapie",6,Health and personal hygiene,Hygiène et soins
6139,"Autres frais liés à des services paramédicaux (location de matériel thérapeutique, service d'ambulance…)",6,Health and personal hygiene,Hygiène et soins
6141,Plantes médicamenteuses,6,Health and personal hygiene,Hygiène et soins
6142,Consultation d'un voyant,6,Health and personal hygiene,Hygiène et soins
6211,Frais de séjour et opérations chirurgicales (circoncision) dans un établissement public,6,Health and personal hygiene,Hygiène et soins
6212,Frais de séjour et opérations chirurgicales (circoncision) dans un établissement privé,6,Health and personal hygiene,Hygiène et soins
6219,Frais de séjour et opérations chirurgicales (circoncision) sans autre indication,6,Health and personal hygiene,Hygiène et soins
6221,Dépenses exceptionnelles de chirurgie dentaire dans un établissement public,6,Health and personal hygiene,Hygiène et soins
6222,Dépenses exceptionnelles de chirurgie dentaire dans un établissement privé,6,Health and personal hygiene,Hygiène et soins
6229,Dépenses exceptionnelles de chirurgie dentaire sans autre indication,6,Health and personal hygiene,Hygiène et soins
6231,"Frais de radio, scanner, IRM, échographie, fibro dans un établissement public",6,Health and personal hygiene,Hygiène et soins
6232,"Frais de radio, scanner, IRM, échographie, fibro dans un établissement privé",6,Health and personal hygiene,Hygiène et soins
6239,"Frais de radio, scanner, IRM, échographie, fibro sans autre indication",6,Health and personal hygiene,Hygiène et soins
6241,Frais d’accouchement dans un établissement public,6,Health and personal hygiene,Hygiène et soins
6242,Frais d’accouchement dans un établissement privé,6,Health and personal hygiene,Hygiène et soins
6249,Frais d’accouchement IRM sans autre indication,6,Health and personal hygiene,Hygiène et soins
6251,Frais de séjour et de traitement à l’étranger,6,Health and personal hygiene,Hygiène et soins
6261,Consultation de maladie longue durée,6,Health and personal hygiene,Hygiène et soins
6262,Médicament de maladie longue durée,6,Health and personal hygiene,Hygiène et soins
6263,Dépense de maladie longue durée sans indication,6,Health and personal hygiene,Hygiène et soins
6271,"Frais de chirurgie esthétique, lifting, liposuccion et autres opérations esthétiques",6,Health and personal hygiene,Hygiène et soins
6311,Médicaments sans indication,6,Health and personal hygiene,Hygiène et soins
6312,Analgésiques et Anti-inflammatoires,6,Health and personal hygiene,Hygiène et soins
6313,"Antibiotiques , Antibactériens et antimycosiques",6,Health and personal hygiene,Hygiène et soins
6314,Vaccins,6,Health and personal hygiene,Hygiène et soins
6315,Autres medicaments,6,Health and personal hygiene,Hygiène et soins
6321,"Produit pour bébé (talc, savon, biberon, tétine…)",6,Health and personal hygiene,Hygiène et soins
6322,Gel antibactérien,6,Health and personal hygiene,Hygiène et soins
6323,Bavette,6,Health and personal hygiene,Hygiène et soins
6324,"Autres produits pharmaceutiques non indiqués ailleurs (thermomètre, coton, batonnet,  pansement adhésif, seringues, préservatifs…)",6,Health and personal hygiene,Hygiène et soins
6325,Couche bébé,6,Health and personal hygiene,Hygiène et soins
6326,Couche periodique,6,Health and personal hygiene,Hygiène et soins
6327,Couche adulte,6,Health and personal hygiene,Hygiène et soins
6328,Papier mouchoir + papier toilette +lingette,6,Health and personal hygiene,Hygiène et soins
6411,"Lunettes de vue, lentilles de contact",6,Health and personal hygiene,Hygiène et soins
6412,Appareil acoustique,6,Health and personal hygiene,Hygiène et soins
6413,"Appareil de mesure (de tension d’artère, de diabète…)",6,Health and personal hygiene,Hygiène et soins
6414,"Autres appareils (fauteuil roulant, béquille, prothèse, chaussures et ceintures orthopédiques…)",6,Health and personal hygiene,Hygiène et soins
6419,Frais de réparation et d’entretien d’appareils médicaux,6,Health and personal hygiene,Hygiène et soins
6511,"Produits de maquillage (rouge à lèvre, fond de teint, acétone, manucure, démaquillant…)",6,Health and personal hygiene,Hygiène et soins
6512,"Eau de Cologne, eau de toilette, parfum, after shave…",6,Health and personal hygiene,Hygiène et soins
6513,"Autres produits de beauté (teinture pour cheveux, henna, souak, produit solaire…)",6,Health and personal hygiene,Hygiène et soins
6514,"Accessoires de beauté (brosse, peigne, perruque, pince, coupe ongle, rouleaux…)",6,Health and personal hygiene,Hygiène et soins
6521,"Bain, douche",6,Health and personal hygiene,Hygiène et soins
6522,Coiffure (abonnement chez le coiffeur),6,Health and personal hygiene,Hygiène et soins
6523,Savon de toilette,6,Health and personal hygiene,Hygiène et soins
6524,"Shampooing, Tfal",6,Health and personal hygiene,Hygiène et soins
6525,"Gel douche, après shampoing,,,",6,Health and personal hygiene,Hygiène et soins
6526,Dentifrice,6,Health and personal hygiene,Hygiène et soins
6527,Crème à raser,6,Health and personal hygiene,Hygiène et soins
6528,"Accessoires de toilette (brosse à dent, brosse à ongle, épingle à cheveux, rasoir, blaireau, lame, gant de toilette …)",6,Health and personal hygiene,Hygiène et soins
6529,"Autres articles et frais de soins  corporels, service de toilette et santé (frais d'épilation, frais de pédicure, frais de sauna …)",6,Health and personal hygiene,Hygiène et soins
7111,Achat de voiture,7,Transport,Transport
7112,Achat de cyclomoteur - motocyclette,7,Transport,Transport
7113,Achat de bicyclette,7,Transport,Transport
7119,"Achat d’autre moyen de transport (véhicule à traction animale, cheval, âne…)",7,Transport,Transport
7121,Vignette et taxe,7,Transport,Transport
7122,Assurance auto,7,Transport,Transport
7123,Assurance de cyclomoteur,7,Transport,Transport
7124,Frais de visite technique,7,Transport,Transport
7129,Autres charges (frais de remorquage…),7,Transport,Transport
7131,Essence pour véhicule,7,Transport,Transport
7132,Gasoil pour véhicule,7,Transport,Transport
7133,Gaz pour véhicule,7,Transport,Transport
7134,Carburant pour véhicule sans indications,7,Transport,Transport
7135,Essence mélangée pour cyclomoteur,7,Transport,Transport
7136,"Fourrage pour monture animale (foin, orge…)",7,Transport,Transport
7141,"Vidange, lavage et graissage de voiture",7,Transport,Transport
7142,Lavage et entretien de cyclomoteur,7,Transport,Transport
7143,Dépense d’entretien de monture animale,7,Transport,Transport
7144,Autre dépense d’entretien (charge de batterie),7,Transport,Transport
7145,Dépense journalier de gardiennage et de parking,7,Transport,Transport
7146,Peinture pour moyen de transport,7,Transport,Transport
7147,Dépense total d'entretien de moyen de transport,7,Transport,Transport
7149,Autres dépenses d'entretien (housse…),7,Transport,Transport
7151,Achat de pièce de rechange,7,Transport,Transport
7152,Main d’œuvre,7,Transport,Transport
7153,Frais de réparation non ventilés (frais de dépannage…),7,Transport,Transport
7154,Frais de remorquage,7,Transport,Transport
7161,Location de voiture,7,Transport,Transport
7162,Location de motocyclette,7,Transport,Transport
7163,"Achat d’accessoires de cyclomoteur (casque, pompe…)",7,Transport,Transport
7164,Accessoires pour animaux de traction,7,Transport,Transport
7165,Abonnement parking,7,Transport,Transport
7166,"Frais journalier de péage ""autoroute""",7,Transport,Transport
7167,"Abonnement pour ""autoroute""",7,Transport,Transport
7169,Accessoires pour véhicule,7,Transport,Transport
7211,Abonnement bus,7,Transport,Transport
7212,Abonnement scolaire train,7,Transport,Transport
7213,Abonnement scolaire métro,7,Transport,Transport
7214,Abonnement scolaire bus et métro,7,Transport,Transport
7215,Transport rural scolaire régulier,7,Transport,Transport
7221,Abonnement bus,7,Transport,Transport
7222,Abonnement train,7,Transport,Transport
7223,Abonnement métro,7,Transport,Transport
7224,Abonnement bus et métro,7,Transport,Transport
7225,Transport rural régulier,7,Transport,Transport
7226,Abonnement moyen de transport prive,7,Transport,Transport
7231,"Bus, autobus (urbain), public (TRANSTU)",7,Transport,Transport
7232,"Bus, autobus (urbain), privé (TUS, TUT, TCV,,,)",7,Transport,Transport
7233,"Louage, car (interurbain)",7,Transport,Transport
7234,Taxi,7,Transport,Transport
7235,Train,7,Transport,Transport
7236,Métro - bus + métro,7,Transport,Transport
7237,Transport rural,7,Transport,Transport
7238,Frais de transport de bagage et de porte faix déménagement,7,Transport,Transport
7239,Transport maritime (par bac…),7,Transport,Transport
7241,Avion,7,Transport,Transport
7242,Bateau,7,Transport,Transport
7243,Car,7,Transport,Transport
7244,Train,7,Transport,Transport
7245,Dépense de transport pour voyage et vacances en Tunisie (voiture personnelle),7,Transport,Transport
7249,Dépenses exceptionnelles de transport non ventilées,7,Transport,Transport
8111,Achat d'appareil téléphone fixe,8,Communication,Télécommunication
8112,Achat d'appareil téléphone portable,8,Communication,Télécommunication
8113,Achat d’accessoires pour téléphone portable,8,Communication,Télécommunication
8114,Frais d'installation téléphone fixe (abonnement et équipement),8,Communication,Télécommunication
8115,Achat carte SIM pour téléphone portable,8,Communication,Télécommunication
8121,Facture téléphone fixe,8,Communication,Télécommunication
8122,Facture téléphone portable,8,Communication,Télécommunication
8123,Dépense Forfait pour télépohone fixe,8,Communication,Télécommunication
8124,Dépense Forfait pour télépohone Portable,8,Communication,Télécommunication
8125,Carte de recharge pour téléphone fixe,8,Communication,Télécommunication
8126,Carte de recharge pour téléphone portable,8,Communication,Télécommunication
8127,"Recharge téléphone fixe (TTcach,,,)",8,Communication,Télécommunication
8128,"Recharge téléphone portable (Tunisiana light, TTcach,,,)",8,Communication,Télécommunication
8131,Frais de réparation  de téléphone,8,Communication,Télécommunication
8141,Dépenses de téléphone  public (taxiphone),8,Communication,Télécommunication
8151,Dépenses abonnement Internet,8,Communication,Télécommunication
8152,Achat carte Internet,8,Communication,Télécommunication
8153,Frais de publinet (Internet…),8,Communication,Télécommunication
8161,"Timbre postal, lettre recommandée, lettre express…",8,Communication,Télécommunication
8162,Dépense de télégramme,8,Communication,Télécommunication
8163,"Autres frais (frais de mandat, envoi de colis postaux…)",8,Communication,Télécommunication
8171,"Fax, émail",8,Communication,Télécommunication
9110,Radio transistor – radio réveil,9,Recreation and culture,Loisirs et culture
9111,Téléviseur,9,Recreation and culture,Loisirs et culture
9112,"Magnétophone cassette, Video, lecteur DVD, VCD, lecture de disque compact , chaine stério",9,Recreation and culture,Loisirs et culture
9113,Appareil de photo,9,Recreation and culture,Loisirs et culture
9114,Caméra vidéo,9,Recreation and culture,Loisirs et culture
9115,Ordinateur personnel,9,Recreation and culture,Loisirs et culture
9116,"Instrument de musique (violon, flûte, guitare, orgue, darbouka, bendir…)",9,Recreation and culture,Loisirs et culture
9117,"Articles de sport, de pêche de chasse et articles de plage  (ballon, ligne, hameçon, fusil de chasse, tente, parasol, chambre à air...)",9,Recreation and culture,Loisirs et culture
9118,Jouet pour enfant de tout type (console de jeux de vidéo …),9,Recreation and culture,Loisirs et culture
9119,"Autres articles de loisirs (jumelle, boussole…)",9,Recreation and culture,Loisirs et culture
9121,Parabole,9,Recreation and culture,Loisirs et culture
9122,Récepteur,9,Recreation and culture,Loisirs et culture
9123,Photocopeuse,9,Recreation and culture,Loisirs et culture
9124,"Achat de CD, DVD,,,",9,Recreation and culture,Loisirs et culture
9125,"Achat d'accessoires d’articles de loisirs (pile, cassette de magnétophone de vidéo, antenne de télévision, retors, pellicule, cartouche, imprimante, cassette، souris, clavier…)",9,Recreation and culture,Loisirs et culture
9126,Dépenses de réparation et d’entretien d’articles de loisirs (réparation oridinateur...),9,Recreation and culture,Loisirs et culture
9129,"Autres de dépenses liées aux articles de loisirs (développement de film, location de CD ou DVD, charge de batterie pour télévision…)",9,Recreation and culture,Loisirs et culture
9131,Abonnement chaines sportives,9,Recreation and culture,Loisirs et culture
9132,abonnement Dream-BOX,9,Recreation and culture,Loisirs et culture
9133,Abonnement chaines crypée,9,Recreation and culture,Loisirs et culture
9211,Cinéma,9,Recreation and culture,Loisirs et culture
9212,"Spectacle sportif (stade, champ de course, piscine…)",9,Recreation and culture,Loisirs et culture
9213,Théâtre,9,Recreation and culture,Loisirs et culture
9219,"Autres spectacles (cirque, foire, manège,  parc de zoo, festival…)",9,Recreation and culture,Loisirs et culture
9221,Jeux de cartes,9,Recreation and culture,Loisirs et culture
9222,"Achat de jeux d’échec, de scrabble et autre jeux similaires",9,Recreation and culture,Loisirs et culture
9223,"Jeux de loisirs (ping-pong, billard, flipper,…) dans les salles de jeux, jeux de carte à café",9,Recreation and culture,Loisirs et culture
9224,"Jeux de hasard (promo sport, tiercé, lotterie…)",9,Recreation and culture,Loisirs et culture
9231,Argent de poche,9,Recreation and culture,Loisirs et culture
9232,"Prise de photo, développement de péllicule",9,Recreation and culture,Loisirs et culture
9239,"Autres dépenses de loisirs (achat de fleurs, jasmin, œillet…)",9,Recreation and culture,Loisirs et culture
9311,Revues et journaux,9,Recreation and culture,Loisirs et culture
9321,Livres non scolaires,9,Recreation and culture,Loisirs et culture
9331,Excursion,9,Recreation and culture,Loisirs et culture
9341,Association culturelle,9,Recreation and culture,Loisirs et culture
9342,Association sportive,9,Recreation and culture,Loisirs et culture
9343,Centre syndicale,9,Recreation and culture,Loisirs et culture
9344,Club de  loisirs,9,Recreation and culture,Loisirs et culture
9345,Association politique,9,Recreation and culture,Loisirs et culture
9351,"Dépense de correspondance (carte postale, carte de vœux , enveloppe…)",9,Recreation and culture,Loisirs et culture
9352,"Droit d’entrée aux monuments culturels (musée, monument…)",9,Recreation and culture,Loisirs et culture
9359,"Autres dépenses culturelles (achat de bloc note, calendrier, annonce dans le journal, photocopie, album, agenda…)",9,Recreation and culture,Loisirs et culture
9411,Frais de location de salle,9,Recreation and culture,Loisirs et culture
9412,"Frais de troupe musicale, orchestre troupe soulamia",9,Recreation and culture,Loisirs et culture
9413,"Frais de location d’articles pour cérémonie, caméra vidéo….",9,Recreation and culture,Loisirs et culture
9419,"Autres frais liés à la cérémonie (coiffure, robe mariée, location de robe pour cérémonie…)",9,Recreation and culture,Loisirs et culture
9421, Frais de cérémonie funèbre,9,Recreation and culture,Loisirs et culture
9511,Allocation pour pèlerinage,9,Recreation and culture,Loisirs et culture
9512,Allocation pour « omra »,9,Recreation and culture,Loisirs et culture
9513,Autres frais,9,Recreation and culture,Loisirs et culture
9519,Frais liés au culte et au recueillement,9,Recreation and culture,Loisirs et culture
10111,Frais de jardin d’enfant,10,Education,Éducation et enseignement
10112,Frais d’école coranique (kottab),10,Education,Éducation et enseignement
10113,Frais de crèche,10,Education,Éducation et enseignement
10119,Autres frais d’enseignement préscolaire,10,Education,Éducation et enseignement
10121,Cartable pour rentrée scolaire,10,Education,Éducation et enseignement
10122,Livres pour rentrée scolaire,10,Education,Éducation et enseignement
10123,Cahier et autres fournitures scolaires pour rentrée scolaire,10,Education,Éducation et enseignement
10124,Dépenses de rentrée scolaire non ventilées,10,Education,Éducation et enseignement
10125,"Achats courants de fournitures scolaires et frais de photocopie de documents scolaires, stylo …",10,Education,Éducation et enseignement
10126,Frais pour  leçon particulières et études,10,Education,Éducation et enseignement
10127,Frais de scolarité (pour les écoles et les facultés privés),10,Education,Éducation et enseignement
10128,Frais de pension (pour les élèves internes ou demi pensionnaires),10,Education,Éducation et enseignement
10129,"Autres frais d’enseignement scolaire (droit d’inscription, assurance scolaire  et universitaire…)",10,Education,Éducation et enseignement
10131,Frais d’Auto Ecole (ou camion école),10,Education,Éducation et enseignement
10132,Frais de formation en couture,10,Education,Éducation et enseignement
10133,Frais de formation en coiffure,10,Education,Éducation et enseignement
10134,Frais de formation en informatique (bureautique),10,Education,Éducation et enseignement
10139,"Autres frais d’enseignement (enseignement par correspondance, de langue, musique, danse …)",10,Education,Éducation et enseignement
10141,Frais de formation professionnelle,10,Education,Éducation et enseignement
10142,Frais d’internat,10,Education,Éducation et enseignement
11111,"Frais d’hôtel (hébergement, restauration, loisirs…)",11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11121,Montant de loyer,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11122,Autres frais de vacances,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11129,Frais de vacances non ventilés,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11131,Allocation touristique,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11132,Autres frais,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11141,"Casse-croûte  au thon, à la sardine ,chappati",11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11142,Casse-croûte  harissa,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11143,"Casse-croûte  à la confiture, beurre, fromage",11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11144,"Hamburger, viande, escalope, poulet, salami",11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11145,Plat tunisien,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11146,Plat ou casse croûte kaftegi,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11147,Casse-croûte  ou bol de lablebi,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
